clade,species,haploid_number,citation
Anabantiformes,Trichopodus cantoris,23,"Fish Karyome Database, mail.nbfgr.res.in/Fish_Karyome/; Arai, R. (2011) Fish Karyotypes: A Check List. Springer, Tokyo, 97-116. https://doi.org/10.1007/978-4-431-53877-6"
Anabantiformes,Trichopodus leeri,23,"Fish Karyome Database, mail.nbfgr.res.in/Fish_Karyome/; Arai, R. (2011) Fish Karyotypes: A Check List. Springer, Tokyo, 97-116. https://doi.org/10.1007/978-4-431-53877-6"
Anabantiformes,Trichopodus microlepis,23,"Fish Karyome Database, mail.nbfgr.res.in/Fish_Karyome/; Arai, R. (2011) Fish Karyotypes: A Check List. Springer, Tokyo, 97-116. https://doi.org/10.1007/978-4-431-53877-6"
Anabantiformes,Trichopodus pectoralis,23,"Fish Karyome Database, mail.nbfgr.res.in/Fish_Karyome/; Arai, R. (2011) Fish Karyotypes: A Check List. Springer, Tokyo, 97-116. https://doi.org/10.1007/978-4-431-53877-6"
Anabantiformes,Trichopodus trichopterus,23,"Fish Karyome Database, mail.nbfgr.res.in/Fish_Karyome/; Arai, R. (2011) Fish Karyotypes: A Check List. Springer, Tokyo, 97-116. https://doi.org/10.1007/978-4-431-53877-6"
Anabantiformes,Trichopsis pumila,23,"Fish Karyome Database, mail.nbfgr.res.in/Fish_Karyome/; Arai, R. (2011) Fish Karyotypes: A Check List. Springer, Tokyo, 97-116. https://doi.org/10.1007/978-4-431-53877-6"
Anabantiformes,Trichopsis schalleri,23,"Fish Karyome Database, mail.nbfgr.res.in/Fish_Karyome/; Arai, R. (2011) Fish Karyotypes: A Check List. Springer, Tokyo, 97-116. https://doi.org/10.1007/978-4-431-53877-6"
Anabantiformes,Trichopsis vittata,23,"Fish Karyome Database, mail.nbfgr.res.in/Fish_Karyome/; Arai, R. (2011) Fish Karyotypes: A Check List. Springer, Tokyo, 97-116. https://doi.org/10.1007/978-4-431-53877-6"
Anura,Allophryne ruthveni,10,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes aff vittatus,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes barrioi,17,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes coppingeri,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes gargola,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes hugoi,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes igneus,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes montanus,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes monticola,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes neuquensis,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes nodosus,11,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes norae,15,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes pehuenche,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes tumultuosus,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes vanzolinii,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes vanzolinii,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes verrucosus,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alsodes vittatus,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Eupsophus calcaratus,15,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Eupsophus emiliopugini,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Eupsophus insularis,15,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Eupsophus migueli,15,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Eupsophus roseus,15,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Eupsophus roseus,15,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Eupsophus roseus,15,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Eupsophus vertebralis,21,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Limnomedusa macroglossa,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alytes cisternasii,19,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alytes muletensis,19,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Alytes obstetricans,19,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Discoglossus galganoi galganoi,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Discoglossus jeanneae,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Discoglossus montalentii,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Discoglossus pictus,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Discoglossus pictus auritus,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Discoglossus pictus pictus,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Discoglossus sardus,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Allobates brunneus,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Allobates caeruleodactylus,11,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Allobates chalcopis,11,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Allobates femoralis,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Allobates marchesianus,11,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Allobates nidicola,11,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Allobates olfersioides,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Allobates talamancae,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Anomaloglossus stepheni,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Aromobates leopardalis,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Mannophryne herminae,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Mannophryne neblina,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Mannophryne olmonae,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Mannophryne trinitatis,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Mannophryne trinitatis,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Rheobates palmatus,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Arthroleptis adolfifriederici,7,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Arthroleptis poecilonotus,7,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Arthroleptis sp,7,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Arthroleptis stenodactylus,7,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Astylosternus diadematus,27,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Cardioglossa gracilis,8,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Cardioglossa leucomystax,9,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis aubryi,11,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis bocagii,11,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis boulengeri,11,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis calcaratus,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis concolor,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis gramineus,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis palmatus,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis parkeri,15,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis vermiculatus,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis viridis,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Leptopelis viridis,11,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Nyctibates corrugatus,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Ascaphus truei,22,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Ascaphus truei,23,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Atelognathus nitoi,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Atelognathus patagonicus,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Atelognathus praebasalticus,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Atelognathus reverberii,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Batrachyla antartandica,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Batrachyla leptopus,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Batrachyla nibaldoi,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Batrachyla taeniata,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Hylorina sylvatica,13,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Bombina bombina,12,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Bombina maxima,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
Anura,Bombina microdeladigitora,14,"Perkins, R.D., Gamboa, J.R., Jonika, M.M., Lo, J., Shum, A., Adams, R.H. and Blackmon, H., 2019. A database of amphibian karyotypes. Chromosome Research, 27(4), pp.313-319."
