state,posterior,prior,likelihood,16s_fas_gb.treeLikelihood,18s_fas_gb.treeLikelihood,28s_fas_gb.treeLikelihood,coi_1_1.treeLikelihood,speciation
235000,-390720.1396,-5231.854298,-385488.2853,-69187.83423,-62780.1045,-20880.28434,-232640.0623,-5205.981272
236000,-390733.4595,-5240.373172,-385493.0863,-69190.60999,-62730.66406,-20862.89208,-232708.9202,-5211.860433
237000,-390729.5113,-5232.697188,-385496.8141,-69180.68838,-62844.34265,-20891.79112,-232579.9919,-5206.113872
238000,-390726.5509,-5232.191116,-385494.3598,-69192.86589,-62750.91114,-20888.78793,-232661.7948,-5206.461699
239000,-390734.2305,-5229.851463,-385504.3791,-69172.36057,-62791.99695,-20888.03213,-232651.9894,-5204.51484
240000,-390722.1979,-5232.733765,-385489.4641,-69178.32929,-62782.55817,-20883.56596,-232645.0107,-5206.446595
241000,-390722.6285,-5236.524886,-385486.1036,-69144.02413,-62813.09592,-20875.17656,-232653.807,-5209.203979
242000,-390710.4913,-5232.995743,-385477.4956,-69177.99383,-62776.67264,-20858.75243,-232664.0767,-5206.664008
243000,-390704.3348,-5230.983255,-385473.3515,-69170.49985,-62710.43095,-20823.99488,-232768.4259,-5205.035916
244000,-390716.0581,-5234.457823,-385481.6002,-69145.77762,-62827.04086,-20862.45703,-232646.3247,-5206.434901
245000,-390714.3851,-5232.600653,-385481.7845,-69163.19901,-62868.66442,-20866.67599,-232583.2451,-5205.297979
246000,-390696.8247,-5239.028326,-385457.7963,-69145.67692,-62773.95885,-20850.37425,-232687.7863,-5208.016676
247000,-390685.545,-5233.455487,-385452.0896,-69155.05407,-62837.45191,-20867.47957,-232592.104,-5202.322304
248000,-390680.8495,-5236.219955,-385444.6295,-69182.41907,-62775.76035,-20851.84266,-232634.6074,-5206.354885
249000,-390693.0374,-5237.623187,-385455.4142,-69153.19142,-62843.71871,-20871.21256,-232587.2915,-5207.720903
250000,-390673.7587,-5237.475923,-385436.2828,-69128.26286,-62900.98283,-20874.9476,-232532.0895,-5207.516922
251000,-390657.4918,-5238.633648,-385418.8582,-69128.41267,-62889.25539,-20860.57698,-232540.6131,-5209.462668
252000,-390655.9928,-5237.152437,-385418.8403,-69155.98059,-62820.20447,-20833.08139,-232609.5739,-5208.507582
253000,-390666.4404,-5238.211238,-385428.2291,-69144.29617,-62878.80935,-20825.1119,-232580.0117,-5209.395708
254000,-390659.7507,-5237.28294,-385422.4678,-69146.29809,-62873.95345,-20812.06611,-232590.1501,-5207.447787
255000,-390673.2512,-5239.318536,-385433.9326,-69157.13046,-62881.73355,-20820.9288,-232574.1398,-5210.553729
256000,-390685.6834,-5239.549926,-385446.1335,-69140.80174,-62918.22279,-20829.43245,-232557.6765,-5210.313055
257000,-390694.263,-5245.301222,-385448.9618,-69159.87718,-62824.9013,-20830.41833,-232633.765,-5215.559888
258000,-390691.1302,-5240.310553,-385450.8197,-69139.7638,-62913.58168,-20829.18844,-232568.2858,-5212.204547
259000,-390688.3336,-5238.445733,-385449.8879,-69134.94254,-62892.83809,-20836.04103,-232586.0662,-5210.052425
260000,-390679.9202,-5243.384233,-385436.536,-69150.9194,-62766.13487,-20832.52191,-232686.9598,-5212.864609
261000,-390671.2498,-5240.707462,-385430.5424,-69145.74738,-62890.75173,-20850.74638,-232543.2969,-5211.384678
262000,-390654.7316,-5236.978314,-385417.7533,-69148.24314,-62866.51785,-20847.17299,-232555.8193,-5208.632547
263000,-390633.7387,-5239.575432,-385394.1633,-69171.68768,-62832.52396,-20869.08958,-232520.8621,-5210.637522
264000,-390644.8789,-5238.174079,-385406.7048,-69195.5906,-62750.66586,-20839.46529,-232620.9831,-5208.846441
265000,-390635.4693,-5242.22604,-385393.2433,-69200.89957,-62740.32385,-20835.95368,-232616.0662,-5211.364979
266000,-390623.2909,-5242.416225,-385380.8747,-69186.79042,-62791.4028,-20859.5631,-232543.1184,-5210.925924
267000,-390635.8628,-5241.089221,-385394.7736,-69161.32159,-62827.61393,-20859.47368,-232546.3644,-5208.310815
268000,-390621.5285,-5237.730027,-385383.7985,-69156.39905,-62750.32798,-20845.56283,-232631.5086,-5207.480599
269000,-390619.1832,-5240.167943,-385379.0152,-69149.23236,-62756.97935,-20840.15529,-232632.6482,-5207.495245
270000,-390599.6287,-5237.824318,-385361.8043,-69145.07663,-62782.68284,-20853.13705,-232580.9078,-5206.121262
271000,-390603.7215,-5237.458099,-385366.2634,-69168.61309,-62782.72012,-20864.30439,-232550.6258,-5205.719627
272000,-390632.0126,-5239.035656,-385392.977,-69195.17447,-62668.74271,-20834.28871,-232694.7711,-5207.949046
273000,-390631.8396,-5239.153262,-385392.6864,-69200.80326,-62689.83709,-20825.58298,-232676.463,-5208.891684
274000,-390623.5281,-5239.781966,-385383.7461,-69158.05565,-62936.76957,-20875.46708,-232413.4538,-5203.808714
275000,-390626.0209,-5242.149029,-385383.8719,-69190.53131,-62739.89405,-20861.96238,-232591.4842,-5208.724783
276000,-390633.8227,-5241.805146,-385392.0175,-69196.46977,-62751.86531,-20847.16474,-232596.5177,-5208.834727
277000,-390635.5185,-5242.559776,-385392.9587,-69205.42971,-62735.19956,-20846.68872,-232605.6407,-5211.551338
278000,-390654.8034,-5243.989323,-385410.8141,-69194.70672,-62768.86291,-20857.69484,-232589.5496,-5211.932585
279000,-390636.0694,-5241.854059,-385394.2153,-69203.8782,-62699.60923,-20841.82201,-232648.9059,-5212.335291
280000,-390623.8408,-5235.499974,-385388.3408,-69214.16582,-62713.33542,-20830.36928,-232630.4703,-5206.439885
281000,-390627.847,-5234.38211,-385393.4649,-69221.54754,-62746.94711,-20836.77293,-232588.1973,-5202.727016
282000,-390630.626,-5240.965104,-385389.6609,-69212.99444,-62717.28432,-20827.68879,-232631.6934,-5208.92942
283000,-390646.7133,-5238.452215,-385408.261,-69195.51775,-62829.85648,-20845.09297,-232537.7938,-5207.11434
284000,-390647.8371,-5238.269531,-385409.5675,-69234.91674,-62651.5997,-20810.33412,-232712.717,-5206.400264
285000,-390645.0688,-5232.448339,-385412.6205,-69230.48131,-62739.77212,-20820.29542,-232622.0716,-5203.170687
286000,-390650.113,-5234.77112,-385415.3418,-69231.75319,-62680.50137,-20804.49372,-232698.5936,-5204.546599
287000,-390667.7193,-5247.902829,-385419.8165,-69259.09373,-62638.61357,-20799.97526,-232722.1339,-5211.852757
288000,-390659.1682,-5230.919634,-385428.2485,-69242.78079,-62771.76743,-20817.74782,-232595.9525,-5201.758344
289000,-390653.5315,-5230.662031,-385422.8694,-69231.33216,-62803.78388,-20822.29749,-232565.4559,-5200.721937
290000,-390640.504,-5231.4789,-385409.0251,-69283.77882,-62704.81569,-20829.99518,-232590.4354,-5200.797332
291000,-390630.8744,-5232.542208,-385398.3322,-69239.13937,-62843.0251,-20851.97642,-232464.1913,-5204.745504
292000,-390642.1611,-5232.032206,-385410.1289,-69240.99802,-62778.25679,-20855.32767,-232535.5465,-5204.354439
293000,-390639.0686,-5236.414758,-385402.6538,-69219.40997,-62808.10882,-20853.01024,-232522.1248,-5208.626217
294000,-390632.2098,-5236.560587,-385395.6492,-69240.88425,-62777.13471,-20855.88983,-232521.7404,-5208.775792
295000,-390653.1303,-5235.209395,-385417.9209,-69229.49051,-62822.81957,-20872.22503,-232493.3858,-5207.01429
296000,-390651.0519,-5239.238497,-385411.8134,-69232.26058,-62886.15852,-20872.13083,-232421.2634,-5211.639088
297000,-390643.9828,-5235.522298,-385408.4605,-69217.20861,-62775.5726,-20843.515,-232572.1643,-5208.683879
298000,-390642.4678,-5231.787708,-385410.6801,-69208.17108,-62740.40438,-20830.14978,-232631.9549,-5206.030562
299000,-390636.4234,-5236.129249,-385400.2942,-69204.36619,-62814.28619,-20855.22895,-232526.4128,-5210.573594
300000,-390648.9127,-5235.728325,-385413.1844,-69220.58148,-62639.062,-20825.09443,-232728.4465,-5210.802791
301000,-390625.9894,-5239.086436,-385386.903,-69224.54967,-62620.03804,-20796.19956,-232746.1157,-5210.315213
302000,-390613.6892,-5235.45376,-385378.2354,-69206.35632,-62679.31285,-20818.87653,-232673.6897,-5209.023398
303000,-390621.6676,-5237.871938,-385383.7957,-69243.90198,-62651.11935,-20816.09849,-232672.6759,-5210.928205
304000,-390616.4728,-5236.765227,-385379.7076,-69248.5449,-62607.45864,-20821.72931,-232701.9747,-5210.807817
305000,-390624.2811,-5234.399153,-385389.882,-69210.20694,-62743.12766,-20844.89496,-232591.6524,-5209.864938
306000,-390631.1018,-5238.888871,-385392.2129,-69205.41082,-62701.65932,-20845.10657,-232640.0362,-5210.918727
307000,-390626.2404,-5240.951057,-385385.2894,-69215.03925,-62536.43876,-20814.27307,-232819.5383,-5213.343605
308000,-390612.9252,-5239.713752,-385373.2114,-69187.3234,-62636.92373,-20843.45667,-232705.5076,-5215.685575
309000,-390615.434,-5241.244077,-385374.1899,-69179.06465,-62635.82056,-20856.30744,-232702.9972,-5216.413936
310000,-390589.1294,-5236.457243,-385352.6722,-69181.00918,-62667.28497,-20833.79223,-232670.5858,-5212.087994
311000,-390590.2207,-5236.781843,-385353.4389,-69199.04041,-62653.03165,-20842.94569,-232658.4211,-5210.558483
312000,-390588.3713,-5234.633078,-385353.7382,-69215.34612,-62551.51083,-20815.50788,-232771.3734,-5210.406525
313000,-390600.7301,-5236.144547,-385364.5855,-69212.41614,-62468.27769,-20792.81422,-232891.0775,-5211.799715
314000,-390592.3647,-5234.775831,-385357.5889,-69190.51035,-62656.70548,-20840.32793,-232670.0451,-5208.589968
315000,-390589.9317,-5238.079877,-385351.8518,-69202.73966,-62535.19246,-20815.78416,-232798.1355,-5212.732615
316000,-390597.293,-5235.946199,-385361.3468,-69216.28697,-62565.71462,-20818.27686,-232761.0684,-5211.520131
317000,-390580.3978,-5233.063629,-385347.3342,-69193.29922,-62653.72932,-20835.74206,-232664.5636,-5206.370553
318000,-390572.6891,-5233.712284,-385338.9768,-69191.58335,-62661.57105,-20815.76722,-232670.0551,-5208.22121
319000,-390567.7023,-5233.425266,-385334.2771,-69186.50895,-62596.56798,-20809.57459,-232741.6255,-5209.008586
320000,-390567.5126,-5233.353349,-385334.1592,-69191.8213,-62565.80889,-20793.9199,-232782.6091,-5209.411044
321000,-390569.2361,-5231.412859,-385337.8232,-69222.85471,-62529.28301,-20782.98202,-232802.7035,-5206.52071
322000,-390529.9355,-5235.69466,-385294.2408,-69212.90915,-62540.04782,-20805.06824,-232736.2156,-5210.456522
323000,-390527.8114,-5229.781437,-385298.0299,-69224.62309,-62558.33658,-20794.52375,-232720.5465,-5204.377971
324000,-390520.0736,-5229.954203,-385290.1194,-69182.71951,-62620.18852,-20795.66869,-232691.5426,-5205.000268
325000,-390516.3702,-5232.284554,-385284.0856,-69180.37687,-62620.36002,-20799.43218,-232683.9165,-5207.257481
326000,-390507.7203,-5228.699282,-385279.021,-69174.95172,-62601.71369,-20787.01019,-232715.3454,-5204.052388
327000,-390505.9502,-5230.93111,-385275.0191,-69186.84621,-62543.97296,-20763.59285,-232780.6071,-5206.206463
328000,-390496.4918,-5229.741124,-385266.7507,-69208.91511,-62505.10169,-20769.56712,-232783.1668,-5204.405232
329000,-390496.4841,-5227.691783,-385268.7923,-69189.62354,-62688.12379,-20809.99278,-232581.0522,-5201.870287
330000,-390484.6081,-5229.082016,-385255.5261,-69215.97661,-62632.73994,-20809.64754,-232597.162,-5203.279375
331000,-390485.9252,-5230.893728,-385255.0315,-69189.54002,-62725.55512,-20808.34157,-232531.5948,-5205.400343
332000,-390507.0479,-5235.230012,-385271.8179,-69182.91211,-62742.83454,-20811.63978,-232534.4314,-5209.040608
333000,-390515.6877,-5230.232518,-385285.4551,-69198.05071,-62719.51457,-20811.06908,-232556.8208,-5205.251862
334000,-390500.9456,-5230.746327,-385270.1993,-69203.56393,-62615.09647,-20776.99349,-232674.5454,-5204.976196
335000,-390504.519,-5235.238298,-385269.2807,-69187.09178,-62619.35887,-20773.22183,-232689.6082,-5209.29502
336000,-390529.1573,-5230.417252,-385298.7401,-69197.18632,-62629.78805,-20791.33947,-232680.4263,-5205.387587
337000,-390523.4159,-5233.09449,-385290.3214,-69189.43313,-62662.06081,-20800.68624,-232638.1412,-5208.312314
338000,-390520.5587,-5228.914314,-385291.6444,-69168.02958,-62646.17784,-20786.33074,-232691.1063,-5204.650778
339000,-390523.5343,-5236.311426,-385287.2228,-69123.6521,-62779.73359,-20808.84316,-232574.994,-5208.77494
340000,-390520.7408,-5229.697893,-385291.0429,-69104.83994,-62864.02057,-20827.49003,-232494.6923,-5205.081428
341000,-390507.4688,-5230.410046,-385277.0587,-69129.5425,-62674.50482,-20804.55033,-232668.4611,-5205.981957
342000,-390509.8072,-5231.225659,-385278.5816,-69119.55134,-62655.73882,-20813.00019,-232690.2912,-5204.513207
343000,-390511.5304,-5231.499347,-385280.0311,-69155.59089,-62596.45969,-20789.64139,-232738.3391,-5205.431671
344000,-390514.2225,-5232.731036,-385281.4914,-69173.61317,-62601.01209,-20816.84193,-232690.0242,-5207.029788
345000,-390533.9538,-5235.474105,-385298.4797,-69147.76873,-62715.14783,-20819.53287,-232616.0302,-5209.007143
346000,-390532.4257,-5232.932187,-385299.4936,-69159.22621,-62632.70153,-20803.0791,-232704.4867,-5206.777528
347000,-390508.4737,-5230.531829,-385277.9418,-69149.1985,-62673.3798,-20814.77752,-232640.586,-5205.003765
348000,-390498.5957,-5231.542835,-385267.0528,-69138.91226,-62721.51542,-20825.60723,-232581.0179,-5203.90696
349000,-390503.4521,-5237.991069,-385265.461,-69120.98555,-62652.79161,-20805.39936,-232686.2845,-5211.170357
350000,-390521.5926,-5235.87109,-385285.7215,-69094.30592,-62793.73605,-20807.00488,-232590.6746,-5210.188315
351000,-390514.4362,-5235.545079,-385278.8912,-69129.67521,-62641.10362,-20795.60142,-232712.5109,-5209.169113
352000,-390499.7899,-5233.273917,-385266.5159,-69126.51649,-62700.42363,-20791.73833,-232647.8375,-5206.632181
353000,-390488.1067,-5233.090934,-385255.0158,-69142.76935,-62711.43617,-20783.03253,-232617.7777,-5206.435123
354000,-390477.6902,-5234.105007,-385243.5852,-69148.43597,-62582.01076,-20745.48395,-232767.6545,-5207.870667
355000,-390459.6373,-5234.531518,-385225.1057,-69142.53537,-62657.19671,-20755.2594,-232670.1142,-5208.6547
356000,-390443.6708,-5233.841683,-385209.8291,-69166.90289,-62672.19782,-20784.03702,-232586.6914,-5207.304987
357000,-390451.2324,-5237.323888,-385213.9086,-69180.96102,-62621.32416,-20785.86953,-232625.7539,-5209.435794
358000,-390450.9815,-5238.887975,-385212.0935,-69166.95485,-62559.51073,-20774.02338,-232711.6045,-5211.19869
359000,-390445.3256,-5233.47126,-385211.8544,-69196.63135,-62472.58654,-20768.42529,-232774.2112,-5206.396353
360000,-390443.7349,-5237.314254,-385206.4206,-69200.93959,-62495.25307,-20762.17936,-232748.0486,-5209.23845
361000,-390459.6877,-5233.513581,-385226.1741,-69197.69024,-62582.11989,-20796.29351,-232650.0704,-5203.76484
362000,-390476.2825,-5225.81276,-385250.4698,-69226.19955,-62512.12435,-20778.97285,-232733.173,-5198.296909
363000,-390484.0205,-5232.780202,-385251.2403,-69218.55823,-62568.03813,-20805.68069,-232658.9632,-5204.390841
364000,-390471.0726,-5229.853695,-385241.2189,-69219.40998,-62525.80027,-20785.19587,-232710.8127,-5201.110021
365000,-390456.0578,-5223.530445,-385232.5273,-69202.27623,-62568.64659,-20787.08018,-232674.5243,-5193.417107
366000,-390470.6414,-5232.549032,-385238.0924,-69192.79732,-62626.1566,-20807.99001,-232611.1484,-5201.957972
367000,-390473.7223,-5223.807537,-385249.9147,-69221.81288,-62565.80414,-20807.04971,-232655.248,-5195.493962
368000,-390451.9741,-5227.64161,-385224.3325,-69182.93316,-62656.60949,-20819.39404,-232565.3958,-5198.214189
369000,-390446,-5223.993551,-385222.0064,-69173.5494,-62704.29774,-20814.52784,-232529.6314,-5195.39294
370000,-390439.5869,-5226.879355,-385212.7076,-69190.02894,-62637.77536,-20790.15621,-232594.7471,-5197.077132
371000,-390435.369,-5227.492394,-385207.8766,-69194.17613,-62679.98852,-20792.03707,-232541.6749,-5198.000874
372000,-390428.161,-5226.876683,-385201.2844,-69194.45733,-62617.97832,-20824.04976,-232564.799,-5197.11354
373000,-390426.3951,-5225.946886,-385200.4482,-69194.7555,-62699.45752,-20841.08774,-232465.1474,-5196.947311
374000,-390442.3873,-5229.3822,-385213.0051,-69200.46817,-62656.2697,-20821.00347,-232535.2637,-5200.366933
375000,-390481.213,-5231.013172,-385250.1998,-69190.85956,-62748.31638,-20826.31651,-232484.7074,-5201.728658
376000,-390486.5829,-5225.048639,-385261.5342,-69193.58177,-62686.84137,-20809.60616,-232571.5049,-5195.23646
377000,-390459.8959,-5226.897791,-385232.9981,-69217.97174,-62605.98026,-20799.52935,-232609.5168,-5198.863623
378000,-390462.1976,-5229.340948,-385232.8566,-69229.76103,-62667.44283,-20806.32838,-232529.3244,-5200.097039
379000,-390449.3853,-5223.808548,-385225.5768,-69226.06329,-62619.19121,-20823.43967,-232556.8826,-5195.259753
380000,-390426.6511,-5223.902779,-385202.7484,-69189.82977,-62719.59215,-20824.49925,-232468.8272,-5195.567155
381000,-390433.4296,-5223.272924,-385210.1567,-69225.39761,-62598.40219,-20816.07734,-232570.2795,-5195.050771
382000,-390432.258,-5224.38371,-385207.8743,-69215.30449,-62665.60365,-20837.87189,-232489.0942,-5195.859679
383000,-390430.8214,-5222.584425,-385208.237,-69261.33815,-62556.55797,-20820.74504,-232569.5958,-5194.510995
384000,-390455.623,-5228.776247,-385226.8468,-69259.69662,-62639.41851,-20848.52144,-232479.2102,-5200.793437
385000,-390458.4312,-5230.429298,-385228.0019,-69277.96055,-62619.8537,-20864.91118,-232465.2765,-5202.764113
386000,-390443.8018,-5229.833741,-385213.9681,-69258.24834,-62525.06427,-20841.30707,-232589.3484,-5201.30971
387000,-390441.8784,-5222.839721,-385219.0387,-69243.62907,-62626.29161,-20862.58823,-232486.5298,-5193.378183
388000,-390444.0637,-5226.424868,-385217.6388,-69214.08152,-62652.76565,-20835.58198,-232515.2097,-5198.632251
389000,-390436.4309,-5223.911778,-385212.5191,-69224.74326,-62736.79747,-20844.23469,-232406.7437,-5195.963788
390000,-390422.1447,-5224.166283,-385197.9784,-69240.93447,-62673.97684,-20837.70796,-232445.3591,-5196.451097
391000,-390435.7219,-5227.937305,-385207.7845,-69222.93377,-62712.09258,-20843.96892,-232428.7893,-5197.977538
392000,-390440.1571,-5227.677087,-385212.48,-69210.49287,-62630.27786,-20830.98832,-232540.7209,-5198.258149
393000,-390434.4204,-5222.699912,-385211.7205,-69226.94664,-62551.74688,-20817.88431,-232615.1427,-5194.548986
394000,-390426.8879,-5225.087158,-385201.8007,-69212.84205,-62643.39889,-20820.07099,-232525.4888,-5195.040085
395000,-390409.9774,-5229.852132,-385180.1253,-69193.60741,-62617.66631,-20819.07275,-232549.7788,-5201.583342
396000,-390419.406,-5228.59874,-385190.8073,-69176.82423,-62610.57036,-20826.20703,-232577.2056,-5200.777738
397000,-390416.4907,-5223.372964,-385193.1178,-69169.83594,-62533.49737,-20837.46302,-232652.3214,-5195.79854
398000,-390407.0564,-5225.010881,-385182.0455,-69157.35712,-62588.04662,-20833.26425,-232603.3775,-5194.648728
399000,-390392.8641,-5225.479917,-385167.3842,-69192.97136,-62437.14238,-20828.33932,-232708.9311,-5197.828332
400000,-390394.2049,-5224.179772,-385170.0251,-69182.39096,-62461.51092,-20805.269,-232720.8542,-5195.14334
401000,-390401.577,-5228.594199,-385172.9828,-69207.24646,-62483.10626,-20808.88284,-232673.7472,-5199.174667
402000,-390418.5655,-5224.02758,-385194.5379,-69162.3586,-62622.52648,-20830.95675,-232578.6961,-5194.626459
403000,-390396.0973,-5220.894799,-385175.2025,-69159.99688,-62424.57704,-20802.27476,-232788.3538,-5191.969293
404000,-390400.6137,-5224.634175,-385175.9796,-69133.7558,-62570.18459,-20844.23292,-232627.8062,-5197.138032
