Order,Family,Genus,Species,Binomial,Female2n,Male2n,B chromosomes,Sex chromosome system,Notes-sex.chrom,Notes-diploid.num,Source
Primates,Lepilemuridae,Lepilemur,ruficaudatus,Lepilemur ruficaudatus,20,20,,XY,,,Rumpler et al. 1985
Primates,Lepilemuridae,Lepilemur,septentrionalis,Lepilemur septentrionalis,34,34,,XY,,,Rumpler et al. 1985
Primates,Lorisidae,Loris,tardigradus,Loris tardigradus,62,62,,XY,,,CRES San Diego (Unpublished)
Primates,Lorisidae,Nycticebus,coucang,Nycticebus coucang,50,50,,XY,,,Stanyon et al. 1987a
Primates,Lorisidae,Nycticebus,pygmaeus,Nycticebus pygmaeus,50,50,,XY,,,CRES San Diego (Unpublished)
Primates,Pitheciidae,Cacajao,calvus,Cacajao calvus,46,45,,complex XY,X1X2Y,,Blackmon 2019
Primates,Pitheciidae,Cacajao,calvus rubicundus,Cacajao calvus rubicundus,46,46,,XY,,,Finotelo et al. 2010
Primates,Pitheciidae,Callicebus,coimbrai,Callicebus coimbrai,44,44,,XY,,,Rodrigues et al. 2006
Primates,Pitheciidae,Callicebus,cupreus,Callicebus cupreus,46,46,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Pitheciidae,Callicebus,donacophilus pallescens,Callicebus donacophilus pallescens,50,50,,XY,,,Barros et al. 2003
Primates,Pitheciidae,Callicebus,hoffmannsi,Callicebus hoffmannsi,50,50,,XY,,,J.C. Pieczarka (Unpublished)
Primates,Pitheciidae,Callicebus,lugens,Callicebus lugens,16,16,,XY,,,Bonvicino et al. 2003
Primates,Pitheciidae,Callicebus,nigrifrons,Callicebus nigrifrons,42,42,,XY,,,Nagamachi et al. 2003
Primates,Pitheciidae,Callicebus,pallescens,Callicebus pallescens,50,50,,XY,,,Stanyon et al. 2000
Primates,Pitheciidae,Callicebus,personatus,Callicebus personatus,44,44,,XY,,,Rofdrigues et al. 2011
Primates,Pitheciidae,Callicebus,personatus nigrifrous,Callicebus personatus nigrifrous,42,42,,XY,,,Nagamachi et al. 2003
Primates,Pitheciidae,Callicebus,torquatus,Callicebus torquatus,22,22,,XY,,,Barros et al. 2000
Primates,Pitheciidae,Chiropotes,utahicki,Chiropotes utahicki,54,54,,XY,,,Stanyon et al. 2004b
Primates,Pitheciidae,Pithecia,irrorata,Pithecia irrorata,48,48,,XY,,,Finotelo et al. 2010
Primates,Pitheciidae,Pithecia,pithecia,Pithecia pithecia,48,48,,XY,,,CRES San Diego (Unpublished)
Primates,Tarsiidae,Tarsius,bancanus,Tarsius bancanus,80,80,,XY,,,Poorman et al. 1985
Primates,Tarsiidae,Tarsius,syrichta,Tarsius syrichta,80,80,,XY,,,Rickart 2003
Proboscidea,Elephantidae,Elephas,maximus,Elephas maximus,56,56,,XY,,,Houck et al. 2001
Proboscidea,Elephantidae,Loxodonta,africana,Loxodonta africana,56,56,,XY,,,Houck et al. 2001
Rodentia,Abrocomidae,Abrocoma,bennetti,Abrocoma bennetti,64,64,,XY,,,Spotorno et al. 1995
Rodentia,Bathyergidae,Bathyergus,janetta,Bathyergus janetta,54,54,,XY,,,Nevo et al. 1986
Rodentia,Bathyergidae,Fukomys,darlingi,Fukomys darlingi,54,54,,XY,,,Deuve et al. 2008
Rodentia,Bathyergidae,Fukomys,hottentotus damarensis,Fukomys hottentotus damarensis,80,80,,XY,,,Deuve et al. 2008
Rodentia,Bathyergidae,Fukomys,hottentotus damarensis,Fukomys hottentotus damarensis,78,78,,XY,,,Nevo et al. 1986
Rodentia,Bathyergidae,Fukomys,mechowi,Fukomys mechowi,40,40,,XY,,,Macholan et al. 1993
Rodentia,Bathyergidae,Georychus,capensis,Georychus capensis,54,54,,XY,,,Nevo et al. 1986
Rodentia,Bathyergidae,Heliophobius,argenteocinereus,Heliophobius argenteocinereus,62,62,,XY,,,Deuve et al. 2008
Rodentia,Capromyidae,Capromys,pilorodes,Capromys pilorodes,40,40,,XY,,,Perelman et al. (Unpublished)
Rodentia,Capromyidae,Mysateles,prehensilis,Mysateles prehensilis,34,34,,XY,,,Milishnikov et al. 1990
Rodentia,Castoridae,Castor,canadiensis,Castor canadiensis,40,40,,XY,,,Ward et al. 1991
Rodentia,Castoridae,Castor,fiber,Castor fiber,48,48,,XY,,,Graphodatsky et al. 2008b
Rodentia,Caviidae,Cavia,porcellus,Cavia porcellus,64,64,,XY,,,Romanenko et al. 2015
Rodentia,Caviidae,Cavia,tschudii,Cavia tschudii,64,64,,XY,,,Romanenko (Unpublished)
Rodentia,Caviidae,Dolichotis,patagonum,Dolichotis patagonum,64,64,,XY,,,Romanenko (Unpublished)
Rodentia,Caviidae,Hydrochoeris,hydrochaeris,Hydrochoeris hydrochaeris,66,66,,XY,,,CRES San Diego (Unpublished)
Rodentia,Chinchillidae,Chinchilla,laniger,Chinchilla laniger,64,64,,XY,,,Blackmon 2019
Rodentia,Chinchillidae,Lagostomus,maximus,Lagostomus maximus,56,56,,XY,,,Graphodatskaya and Graphodatsky (Unpublished)
Rodentia,Cricetidae,Abrothrix,longipilis,Abrothrix longipilis,52,52,,XY,,,Gallardo 1982
Rodentia,Cricetidae,Abrothrix,olivaceus,Abrothrix olivaceus,52,52,,XY,,,Gallardo 1982
Rodentia,Cricetidae,Abrothrix,sanborni,Abrothrix sanborni,52,52,,XY,,,Gallardo 1982
Rodentia,Cricetidae,Akodon,aerosus,Akodon aerosus,40,40,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Akodon,cursor,Akodon cursor,15,15,,XY,,,Hass et al. 2008
Rodentia,Cricetidae,Akodon,montensis,Akodon montensis,24,24,,XY,,,Hass et al. 2008
Rodentia,Cricetidae,Akodon,orophilus,Akodon orophilus,26,26,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Akodon,paranaensis,Akodon paranaensis,44,44,,XY,,,Hass et al. 2008
Rodentia,Cricetidae,Akodon,serrensis,Akodon serrensis,46,46,,XY,,,Hass et al. 2008
Rodentia,Cricetidae,Akodon,simulator,Akodon simulator,36,36,,XY,,,Aniskin et al. 1996
Rodentia,Cricetidae,Akodon,sp.,Akodon sp.,10,10,,XY,,,Pereira et al. 2016
Rodentia,Cricetidae,Akodon,sp.-1,Akodon sp.-1,,,,complex XY,"XX, XY females and XY males",,Blackmon 2019
Rodentia,Cricetidae,Akodon,sp.-2,Akodon sp.-2,,,,complex XY,"XX, XY females and XY males",,Blackmon 2019
Rodentia,Cricetidae,Akodon,toba,Akodon toba,42,42,,XY,,,Aniskin et al. 1996
Rodentia,Cricetidae,Akodon,urichi venezeulensis,Akodon urichi venezeulensis,18,18,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Akodon,xanthorhinus,Akodon xanthorhinus,52,52,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Allocricetulus,curtatus,Allocricetulus curtatus,20,20,,XY,,,Romanenko et al. 2013
Rodentia,Cricetidae,Allocricetulus,eversmanni,Allocricetulus eversmanni,26,26,,XY,,,Romanenko et al. 2013
Rodentia,Cricetidae,Allocricetulus,pseudocurtatus,Allocricetulus pseudocurtatus,26,26,,XY,,,Romanenko et al. 2013
Rodentia,Cricetidae,Alticola,argentatus,Alticola argentatus,56,56,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Alticola,barakshin,Alticola barakshin,56,56,,XY,,,Lemskaya and Romanenko (Unpublished)
Rodentia,Cricetidae,Alticola,macrotis,Alticola macrotis,56,56,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Alticola,olchonensis,Alticola olchonensis,56,56,,XY,,,Romanenko (Unpublished)
Rodentia,Cricetidae,Alticola,strelzowi,Alticola strelzowi,56,56,,XY,,,Lemskaya (Unpublished)
Rodentia,Cricetidae,Amphinectomys,savamis,Amphinectomys savamis,50,50,,XY,,,Malygin et al. 1994
Rodentia,Cricetidae,Anotomys,leander,Anotomys leander,92,92,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Arvicola,amphibius,Arvicola amphibius,36,36,,XY,,,Romanenko et al. 2016
Rodentia,Cricetidae,Arvicola,terrestris,Arvicola terrestris,36,36,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Auliscomys,boliviensis,Auliscomys boliviensis,22,22,,XY,,,Walker and Spotorno 1992
Rodentia,Cricetidae,Auliscomys,micropus,Auliscomys micropus,34,32,,XY,Females have an extra set of chromosomes (16th chromosomes),,Walker and Spotorno 1992
Rodentia,Cricetidae,Auliscomys,sublimis,Auliscomys sublimis,28,28,,XY,,,Walker and Spotorno 1992
Rodentia,Cricetidae,Baiomys,taylori subater,Baiomys taylori subater,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Blanfordimys,afghanus,Blanfordimys afghanus,58,58,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Blanfordimys,bucharicus,Blanfordimys bucharicus,48,48,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Calomyscus,bailwardi,Calomyscus bailwardi,32,32,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Calomyscus,bailwardi,Calomyscus bailwardi,44,44,,XY,,,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Calomyscus,bailwardi,Calomyscus bailwardi,46,46,,XY,,,Romanenko (Unpublished)
Rodentia,Cricetidae,Calomyscus,elburzensis,Calomyscus elburzensis,44,44,,XY,,,Romanenko (Unpublished)
Rodentia,Cricetidae,Calomyscus,firiusaensis,Calomyscus firiusaensis,44,44,,XY,,,Graphodatsky et al. (Unpublished)
Rodentia,Cricetidae,Calomyscus,mystax,Calomyscus mystax,44,44,,XY,,,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Calomyscus,sp. 1,Calomyscus sp. 1,52,52,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Calomyscus,sp. 2,Calomyscus sp. 2,30,30,,XY,,,Graphodatsky et al. (Unpublished)
Rodentia,Cricetidae,Calomyscus,sp. 3,Calomyscus sp. 3,37,37,,XY,,,Graphodatsky et al. (Unpublished)
Rodentia,Cricetidae,Calomyscus,urartensis,Calomyscus urartensis,32,32,,XY,,,Graphodatsky et al. 2000a
Rodentia,Cricetidae,Cerradomys,langguthi,Cerradomys langguthi,46,46,,XY,,,Nagamachi et al. 2013
Rodentia,Cricetidae,Chionomys,gud,Chionomys gud,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Chionomys,nivalis,Chionomys nivalis,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Chionomys,roberti,Chionomys roberti,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Clethrionomys,californicus,Clethrionomys californicus,56,56,,XY,,,Modi 1987
Rodentia,Cricetidae,Clethrionomys,centralis,Clethrionomys centralis,56,56,,XY,,,Sokolov et al. 1990
Rodentia,Cricetidae,Clethrionomys,gapperi,Clethrionomys gapperi,56,56,,XY,,,Modi 1987
Rodentia,Cricetidae,Clethrionomys,rufocanus,Clethrionomys rufocanus,56,56,,XY,,,Sokolov et al. 1990
Rodentia,Cricetidae,Clethrionomys,rutilus,Clethrionomys rutilus,56,56,,XY,,,Sokolov et al. 1990
Rodentia,Cricetidae,Clethrionomys,sikotanensis,Clethrionomys sikotanensis,56,56,,XY,,,Sokolov et al. 1990
Rodentia,Cricetidae,Cricetulus,barabensis,Cricetulus barabensis,20,20,,XY,,,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Cricetulus,cricetus,Cricetulus cricetus,22,22,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Cricetulus,griseus,Cricetulus griseus,22,22,,XY,,,Romanenko et al. 2006
Rodentia,Cricetidae,Cricetulus,longicaudatus,Cricetulus longicaudatus,24,24,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Cricetulus,migratorius,Cricetulus migratorius,22,22,,XY,,,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Cricetulus,obscurus,Cricetulus obscurus,20,20,,XY,,,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Cricetulus,pseudogriseus,Cricetulus pseudogriseus,24,24,,XY,,,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Cricetulus,sokolovi,Cricetulus sokolovi,20,20,,XY,,,Poplavskaya et al. 2017
Rodentia,Cricetidae,Cricetus,cricetus,Cricetus cricetus,22,22,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Deltamys,kempi,Deltamys kempi,38,37,,complex XY,X1X2Y,,Blackmon 2019
Rodentia,Cricetidae,Deltamys,sp,Deltamys sp,40,40,,XY,XY,,Blackmon 2019
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx torquatus,46,46,,complex XY,"XX,X*X,X*Y females and XY males",,Blackmon 2019
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx torquatus,30,30,,XY,,,Modi 1987
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx torquatus,,45,Yes,complex XY,X1X2Y1,,Romanenko et al. 2016
Rodentia,Cricetidae,Eligmodontia,puerulus,Eligmodontia puerulus,50,50,,XY,,,Kelt et al. 1991
Rodentia,Cricetidae,Eligmodontia,sp.,Eligmodontia sp.,32,32,,XY,,,Kelt et al. 1991
Rodentia,Cricetidae,Ellobius,fuscocapillus,Ellobius fuscocapillus,36,36,,XY,XY/SRY,,Perelman and Graphodatsky (Unpublished)
Rodentia,Cricetidae,Ellobius,lutescens,Ellobius lutescens,17,17,,XO,XO females and males/no SRY,,Perelman et al. (Unpublished)
Rodentia,Cricetidae,Ellobius,talpinus,Ellobius talpinus,54,54,,XY,,,Bakloushinskaya et al. 2012
Rodentia,Cricetidae,Ellobius,talpinus,Ellobius talpinus,50,50,,XY,,,Perelman and Graphodatsky (Unpublished)
Rodentia,Cricetidae,Ellobius,tancrei,Ellobius tancrei,54,54,,complex XY,XX males and females,,Bakloushinskaya et al. 2012
Rodentia,Cricetidae,Ellobius,tancrei,Ellobius tancrei,30,30,,complex XY,XX males and females,,Bakloushinskaya et al. 2013
Rodentia,Cricetidae,Ellobius,tancrei,Ellobius tancrei,,,,complex XY,XX females and males/no SRY,,Blackmon 2019
Rodentia,Cricetidae,Eothenomys,kageus,Eothenomys kageus,56,56,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Eothenomys,miletus,Eothenomys miletus,56,56,,XY,,,Li et al. 2006b
Rodentia,Cricetidae,Eothenomys,proditor,Eothenomys proditor,32,32,,XY,,,Li et al. 2006b
Rodentia,Cricetidae,Eothenomys,regulus,Eothenomys regulus,56,56,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Eothenomys,smithi,Eothenomys smithi,56,56,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Euneomys,chinchilloides petersoni,Euneomys chinchilloides petersoni,36,36,,XY,,,Reise and Gallardo 1990
Rodentia,Cricetidae,Euneomys,mordax,Euneomys mordax,42,42,,XY,,,Reise and Gallardo 1990
Rodentia,Cricetidae,Hylaeamys,younanus,Hylaeamys younanus,58,58,,XY,,,Volobouev and Aniskin 2000
Rodentia,Cricetidae,Lagurus,curtatus,Lagurus curtatus,54,54,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Lagurus,lagurus,Lagurus lagurus,54,54,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Lagurus,lagurus,Lagurus lagurus,56,56,,XY,,,Modi 1987
Rodentia,Cricetidae,Lasiopodomys,mandarinus,Lasiopodomys mandarinus,47,48,,complex XY,unstable sex chromsome system,,"Gladkikh et al. 2016, Roy 2021"
Rodentia,Cricetidae,Lemmus,sibiricus,Lemmus sibiricus,50,50,,XY,,,Modi 1987
Rodentia,Cricetidae,Mesocricetus,auratus,Mesocricetus auratus,44,44,,XY,,,Popescu and DiPaolo 1972
Rodentia,Cricetidae,Mesocricetus,brandti,Mesocricetus brandti,44,44,,XY,,,Popescu and DiPaolo 1972
Rodentia,Cricetidae,Mesocricetus,brandti,Mesocricetus brandti,42,42,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Mesocricetus,newtoni,Mesocricetus newtoni,38,38,,XY,,,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Mesocricetus,raddei,Mesocricetus raddei,44,44,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Microtus,agrestis,Microtus agrestis,50,50,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,arvalis,Microtus arvalis,46,46,,XY,,,Lemskaya et al. 2010
Rodentia,Cricetidae,Microtus,brandti,Microtus brandti,34,34,,XY,,,Gladkikh et al. 2016
Rodentia,Cricetidae,Microtus,breweri,Microtus breweri,46,46,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,californicus,Microtus californicus,53,53,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,canicaudus,Microtus canicaudus,24,24,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Microtus,clarkei,Microtus clarkei,52,52,,XY,,,Li et al. 2006b
Rodentia,Cricetidae,Microtus,daghestanicus,Microtus daghestanicus,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,dogramacii,Microtus dogramacii,48,48,,XY,,,Lemskaya et al. 2010
Rodentia,Cricetidae,Microtus,evoronensis,Microtus evoronensis,40,40,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,fortis,Microtus fortis,52,52,,XY,,,Kovalskaya et al. 1991
Rodentia,Cricetidae,Microtus,gregalis,Microtus gregalis,36,36,,XY,,,Lemskaya et al. 2010
Rodentia,Cricetidae,Microtus,gromovi,Microtus gromovi,44,44,,XY,,,Lemskaya (Unpublished)
Rodentia,Cricetidae,Microtus,guentheri,Microtus guentheri,54,54,,XY,,,Lemskaya et al. 2010
Rodentia,Cricetidae,Microtus,guentheri arm,Microtus guentheri arm,60,60,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,guentheri philistinus,Microtus guentheri philistinus,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,hyperboreus,Microtus hyperboreus,50,50,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,juldaschi,Microtus juldaschi,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,julddaschi carruthersi,Microtus julddaschi carruthersi,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,kirgisorum,Microtus kirgisorum,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,levis,Microtus levis,54,54,,XY,,,Lemskaya et al. 2010
Rodentia,Cricetidae,Microtus,longicaudatus,Microtus longicaudatus,64,64,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,longicaudus,Microtus longicaudus,56,56,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,majori,Microtus majori,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,mandarinus,Microtus mandarinus,48,48,,XY,,,Aniskin and Volobouev (Unpublished)
Rodentia,Cricetidae,Microtus,mandarinus mandarinus,Microtus mandarinus mandarinus,,,,complex XY,"XO, XX females and XY males/no SRY",,Blackmon 2019
Rodentia,Cricetidae,Microtus,maximowiczii,Microtus maximowiczii,44,44,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,mexicanus,Microtus mexicanus,48,48,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,mongolicus,Microtus mongolicus,50,50,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,montanus,Microtus montanus,24,24,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Microtus,montebelli,Microtus montebelli,30,30,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,mujanensis,Microtus mujanensis,38,38,,XY,,,Lemskaya et al. 2010
Rodentia,Cricetidae,Microtus,nasarovi,Microtus nasarovi,42,42,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,nova,Microtus nova,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,obscurus,Microtus obscurus,46,46,,XY,,,Tougard et al. 2013
Rodentia,Cricetidae,Microtus,ochrogaster,Microtus ochrogaster,54,54,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,oeconomus,Microtus oeconomus,30,30,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,oregoni,Microtus oregoni,17,18,,complex XY,XO females and XY males,,Modi 1987
Rodentia,Cricetidae,Microtus,pennsylvanicus,Microtus pennsylvanicus,46,46,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,pennsylvanicus pennsylvanicus,Microtus pennsylvanicus pennsylvanicus,46,46,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Microtus,pinetorum,Microtus pinetorum,62,62,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,qazvinensis,Microtus qazvinensis,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,richardsoni,Microtus richardsoni,56,56,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,rossiaemeridonalis,Microtus rossiaemeridonalis,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,sachalinensis,Microtus sachalinensis,50,50,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,savii,Microtus savii,54,54,,XY,,,Romanenko (Unpublished)
Rodentia,Cricetidae,Microtus,schelkovnikovi,Microtus schelkovnikovi,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,schidlovskii,Microtus schidlovskii,60,60,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,socialis,Microtus socialis,62,62,,XY,,,Lemskaya e al. 2010
Rodentia,Cricetidae,Microtus,socialis schiddlovskii,Microtus socialis schiddlovskii,60,60,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,subterraneus,Microtus subterraneus,54,54,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,subterraneus,Microtus subterraneus,52,52,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,townsendii,Microtus townsendii,50,50,,XY,,,Modi 1987
Rodentia,Cricetidae,Microtus,transcaspicus,Microtus transcaspicus,52,52,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Myodes,californicus,Myodes californicus,56,56,,XY,,,Modi 1987
Rodentia,Cricetidae,Myodes,centralis,Myodes centralis,56,56,,XY,,,Sokolov et al. 1990
Rodentia,Cricetidae,Myodes,gapperi,Myodes gapperi,56,56,,XY,,,Modi 1987
Rodentia,Cricetidae,Myodes,glareolus,Myodes glareolus,56,56,,XY,,,Sokolov et al. 1990
Rodentia,Cricetidae,Myodes,imaizumi,Myodes imaizumi,56,56,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Myodes,niigatae,Myodes niigatae,56,56,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Myodes,regulus,Myodes regulus,56,56,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Myodes,rufocanus,Myodes rufocanus,56,56,,XY,,,Sokolov et al. 1990
Rodentia,Cricetidae,Myodes,rutilus,Myodes rutilus,56,56,,XY,,,Romanenko et al. 2016
Rodentia,Cricetidae,Myodes,sikotanensis,Myodes sikotanensis,56,56,,XY,,,Sokolov et al. 1990
Rodentia,Cricetidae,Myopus,schisticolor,Myopus schisticolor,,,,complex XY,"XX,X*X,X*Y females and XY males",,Blackmon 2019
Rodentia,Cricetidae,Neacomys,dubosti,Neacomys dubosti,64,64,,XY,,,Da Silva et al. 2015
Rodentia,Cricetidae,Neacomys,paracou,Neacomys paracou,56,56,,XY,,,Da Silva et al. 2015
Rodentia,Cricetidae,Neacomys,sp. 1,Neacomys sp. 1,58,58,,XY,,,Da Silva et al. 2015
Rodentia,Cricetidae,Necromys,lasiurus,Necromys lasiurus,34,34,,XY,,,Hass et al. 2008
Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,52,52,,XY,,,Modi 1987
Rodentia,Cricetidae,Neotoma,albigula,Neotoma albigula,52,52,,XY,,,Mascarello et al. 1974
Rodentia,Cricetidae,Neotoma,cinerea,Neotoma cinerea,54,54,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Neotoma,floridana,Neotoma floridana,52,52,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Neotoma,mexicana,Neotoma mexicana,52,52,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Neotoma,micropus,Neotoma micropus,52,52,,XY,,,Mascarello et al. 1974
Rodentia,Cricetidae,Neotoma,stephensi,Neotoma stephensi,52,52,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Neotomodon,alstoni,Neotomodon alstoni,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Ochrotomys,nuttalli,Ochrotomys nuttalli,52,52,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Oecomys,paricola,Oecomys paricola,68,68,,XY,,,Rosa et al. 2012
Rodentia,Cricetidae,Oecomys,paricola,Oecomys paricola,70,70,,XY,,,Rosa et al. 2012
Rodentia,Cricetidae,Oligoryzomys,flavescens,Oligoryzomys flavescens,66,66,,XY,,,Aniskin and Volobouev 1999
Rodentia,Cricetidae,Oligoryzomys,flavescens,Oligoryzomys flavescens,64,64,,XY,,,Hass et al. 2008
Rodentia,Cricetidae,Oligoryzomys,microtis,Oligoryzomys microtis,64,64,,XY,,,Aniskin and Volobouev 1999
Rodentia,Cricetidae,Ondatra,zibethica,Ondatra zibethica,54,54,,XY,,,Lemskaya (Unpublished)
Rodentia,Cricetidae,Onychomys,leucogaster,Onychomys leucogaster,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Onychomys,torridus,Onychomys torridus,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Oryzomys,megacephalus,Oryzomys megacephalus,54,54,,XY,,,Volobouev and Aniskin 2000
Rodentia,Cricetidae,Oryzomys,nitidus,Oryzomys nitidus,80,80,,XY,,,Volobouev and Aniskin 2000
Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys palustris,56,56,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Oryzomys,yunganus,Oryzomys yunganus,58,58,,XY,,,Volobouev and Aniskin 2000a
Rodentia,Cricetidae,Ototylomys,phyllotis,Ototylomys phyllotis,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Peromyscus,boylii,Peromyscus boylii,48,48,,XY,,,Greenbaum et al. 1994
Rodentia,Cricetidae,Peromyscus,californicus,Peromyscus californicus,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Peromyscus,eremicus,Peromyscus eremicus,48,48,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Peromyscus,floridanus,Peromyscus floridanus,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Peromyscus,malanophyrys,Peromyscus malanophyrys,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Peromyscus,maniculatus,Peromyscus maniculatus,48,48,,XY,,,Greenbaum et al. 1994
Rodentia,Cricetidae,Peromyscus,ochraventer,Peromyscus ochraventer,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Peromyscus,polionotus,Peromyscus polionotus,48,48,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Peromyscus,truei,Peromyscus truei,48,48,,XY,,,Greenbaum et al. 1994
Rodentia,Cricetidae,Phenacomys,intermedius,Phenacomys intermedius,56,56,,XY,,,Modi (Unpublished)
