Family,Subfamily,Tribe,Genus,Species,Submetacentric,Metacentric,Subtelocentric,Telocentric,Subacrocentric,Acrocentric,Dot,Sex,HaploidNum,SCS,Notes,Reference
Calliphoridae,,,Calliphora,Calliphora viridenscens,,,,,,,,,6,XY,,"Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550."
Calliphoridae,Calliphorinae,Calliphorini,Calliphora,Calliphora viridescens,,,,,,,,,6,XY,,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,Calliphorinae,Calliphorini,Calliphora,Calliphora vomitoria,,,,,,,,,6,XY,,"Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Calliphora,Calliphora vomitoriaI,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Calliphora,Calliphora vomitoriaII,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Calliphora,Calliphora vomitoriaIII,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Callitroga,Callitroga hominivorax,,,,,,,,,6,XY,,"Boyes, J. (1961). Somatic Chromosomes of Higher Diptera: V. Interspecific and Intraspecific Variation in the Calliphoridae. Canadian Journal of Zoology 39(4): 549-570.; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Callitroga,Callitroga macellaria,,,,,,,,,6,XY,,"Boyes, J. (1961). Somatic Chromosomes of Higher Diptera: V. Interspecific and Intraspecific Variation in the Calliphoridae. Canadian Journal of Zoology 39(4): 549-570."
Calliphoridae,,,Callitroga,Callitroga mocellaria,,,,,,,,,6,XY,,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Chrysomia,Chrysomia albiceps,,,,,,,,,6,XY,small X,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Chrysomia,Chrysomia cholorpyga,,,,,,,,,6,XY,,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Chrysomia,Chrysomia putoria,,,,,,,,,6,XY,,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Chrysomya,Chrysomya albiceps,5,,,1,,,,,6,,Morphologically differentiated sex chromosomes lacking,"Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
Calliphoridae,,,Chrysomya,Chrysomya bezziana,,,,,,,,,6,XY,,"Bedo 1991. Cytological characterisation of heterochromatin in mitotic and meiotic chromosomes of the old world screwworm fly, Chrysomya bezziana (Diptera: Calliphoridae)"
Calliphoridae,,,Chrysomya,Chrysomya marginalis,5,1,,,,,,,6,XY,short X,"Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
Calliphoridae,,,Chrysomya,Chrysomya megacephala,5,,,1,,,,,6,XY,short X,"Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
Calliphoridae,,,Chrysomya,Chrysomya phaonis,5,,,1,,,,,6,XY,short X,"Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
Calliphoridae,,,Chrysomya,Chrysomya pinguis,5,,,1,,,,,6,XY,,"Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
Calliphoridae,,,Chrysomya,Chrysomya pinguis,,5,,1,,,,,6,XY,telocentric sex chromosomes.  X chromosomes is approximately half the size of the shortest autosome,Agrawal et al 2010. Metaphase karyotypes of four species of calliphoridae
Calliphoridae,,,Chrysomya,Chrysomya putoria,,,,,,,,,6,XY,short X,"Ullerich, F.-H. and M. Schottke (2006). Karyotypes, Constitutive Heterochromatin, and Genomic DNA Values in the Blowfly Genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae). Genome 49(6): 584-597."
Calliphoridae,,,Chrysomya,Chrysomya rufifacies,5,,,,,,,1,6,,,"Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
Calliphoridae,,,Chrysomya,Chrysomya saffranea,5,,,1,,,,,6,XY,short X,"Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
Calliphoridae,,,Chrysomya,Chrysomya varipes,5,,,,,,,,6,XY,short X,"Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
Calliphoridae,,,Chrysomyia,Chrysomyia albiceps,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Chrysomyia,Chrysomyia chloropygaI,,,,,,,,,6,XY,X medium,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Chrysomyia,Chrysomyia chloropygaII,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Chrysomyia,Chrysomyia megacephala,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488.; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Chrysomyia,Chrysomyia pachymera,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Chrysomyia,Chrysomyia putoriaI,,,,,,,,,6,XY,X medium,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Chrysomyia,Chrysomyia putoriaII,,,,,,,,,6,XY,X medium,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Chrysomyia,Chrysomyia rufifacies,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488.; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,Chrysomyinae,Chrysomyinae,Cochliomyia,Cochliomyia hominivorax,,,,,,,,,6,XY,,"LaChance and Whitten 1986. Cytogenetic studies of Screwworm (Diptera: Calliphoridae) Populations from southern Mexico; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,Chrysomyinae,,Cochliomyia,Cochliomyia macellaria,,,,,,,,,6,XY,Acrocentric Y chromosomes is even smaller,Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae
Calliphoridae,,,Cochliomyia,Cochliomyia macellariaI,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Cochliomyia,Cochliomyia macellariaII,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Cosmina,Cosmina testaceipes,,,,,,,,,6,XY,X long,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Cynomya,Cynomya cadaverina,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Cynomya,Cynomya mortuorumI,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Cynomya,Cynomya mortuorumII,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Cynomya,Cynomya mortuorumIII,,,,,,,,,6,XY,,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,Calliphorinae,Calliphorini,Cynomyia,Cynomyia mortuarum,,,,,,,,,6,XY,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Calliphoridae,,,Cynomyia,Cynomyia mortyorum,,,,,,,,,6,XY,,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,Calliphorinae,Calliphorini,Cynomyopsis,Cynomyopsis cadaverina,,,,,,,,,6,XY,,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Discritomyia,Discritomyia fasciata,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Discritomyia,Discritomyia fulgens,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Discritomyia,Discritomyia newspecies,,,,,,,,,6,XY,X medium,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Discritomyia,Discritomyia terryi,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,Calliphorinae,Calliphorini,Eucalliphora,Eucalliphora lilaea,,,,,,,,,6,XY,,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Euphumosia,Euphumosia setigera,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Eurhyncomyia,Eurhyncomyia anterotes,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Hemilucilia,Hemilucilia sp,,,,,,,,,6,XY,X long heterochromatic,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Hemipyrellia,Hemipyrellia brunneipes,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Hemipyrellia,Hemipyrellia fernandica,,,,,,,,,6,Complex XY,"X1 long, X2 short,Y1 Y2 short, X1X2Y1Y2/X1X1X2X2","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Hemipyrellia,Hemipyrellia ligurriens,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Hemipyrellia,Hemipyrellia taeniops,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Hemipyrellia,Hemipyrellia tagaliana,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Huascaromusca,Huascaromusca nigrifrons,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Isomyia,Isomyia connivens,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Isomyia,Isomyia prasina,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Lucilia,Lucilia ampullacea,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,Calliphorinae,Luciliini,Lucilia,Lucilia caesar,,,,,,,,,6,XY,X short,"Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,Calliphorinae,Luciliini,Lucilia,Lucilia coreuleiviridis,,,,,,,,,6,XY,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Calliphoridae,,,Lucilia,Lucilia cuprina,,6,,,,,,,6,XY,short X,"XingHua and Lin 1991.  Cytogenetic studies of two calyptrate dipterans (Sarcophagidae and Calliphoridae: Diptera); Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
Calliphoridae,Calliphorinae,Luciliini,Lucilia,Lucilia eximia,,,,,,,,,6,XY,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae
Calliphoridae,,,Lucilia,Lucilia illustria,,,,,,,,,6,XY,,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,Calliphorinae,Luciliini,Lucilia,Lucilia illustris,,,,,,,,,6,XY,,Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae
Calliphoridae,,,Lucilia,Lucilia porphyrina,,5,,1,,,,,6,XY,sex chromosomes medium telocentric pair,"Agrawal et al 2010. Metaphase karyotypes of four species of calliphoridae;Ling Fayao. 1984. Studies on the Karyotypes of 7 species of flies; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Lucilia,Lucilia sericata,5,,,,,,,1,6,XY,,"Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae);Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae"
Calliphoridae,,,Lucilia,Lucilia sericata,2,4,,,,,,,6,XY,"x and y chromosomes are metacentric pairs and submetacentric, respectively",GM 2006. Cytogenetic studies of Calliphora vicina and Lucilia sericata (Diptera: Calliphoridae) from northwestern Egypt
Calliphoridae,,,Melinda,Melinda biseta,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Melinda,Melinda sp,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Mesembrinella,Mesembrinella peregrinaI,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Mesembrinella,Mesembrinella peregrinaII,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Metallea,Metallea cuprea,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Metallea,Metallea puncticeps,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Microcalliphora,Microcalliphora varipes,,,,,,,,,6,XY,,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Paralucilia,Paralucilia fulvicrura,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Paralucilia,Paralucilia wheeleri,,,,,,,,,6,XY,X long,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Paratricyclea,Paratricyclea surcoufi,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Phaenicia,Phaenicia caeruleiviridis,,,,,,,,,6,XY,X medium,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Phaenicia,Phaenicia caeruleiviridis,,,,,,,,,6,XY,,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Phaenicia,Phaenicia coernleiviridis,,,,,,,,,6,XY,lX-mY,"Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550."
Calliphoridae,,,Phaenicia,Phaenicia cuprina,,,,,,,,,6,XY,X long,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Phaenicia,Phaenicia eximia,,,,,,,,,6,XY,,"Boyes, J. (1961). Somatic Chromosomes of Higher Diptera: V. Interspecific and Intraspecific Variation in the Calliphoridae. Canadian Journal of Zoology 39(4): 549-570.; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Phaenicia,Phaenicia sericata,,,,,,,,,6,XY,,"Boyes, J. (1961). Somatic Chromosomes of Higher Diptera: V. Interspecific and Intraspecific Variation in the Calliphoridae. Canadian Journal of Zoology 39(4): 549-570."
Calliphoridae,,,Phaenicia,Phaenicia sericata,,,,,,,,,6,XY,,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,Chrysomyinae,Phormiini,Phormia,Phormia regina,,,,,,,,,6,XY,,"Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Phormia,Phormia terrae-novae,,,,,,,,,6,XY,,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Phormia,Phormia terraenovae,,,,,,,,,6,XY,,"Boyes, J. (1961). Somatic Chromosomes of Higher Diptera: V. Interspecific and Intraspecific Variation in the Calliphoridae. Canadian Journal of Zoology 39(4): 549-570."
Calliphoridae,,,Phumosia,Phumosia promittens,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,,,Pollenia,Pollenia nigripes,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
Calliphoridae,Polleniinae,Polleniini,Pollenia,Pollenia rudis,,,,,,,,,6,XY,,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Calliphoridae,,,Pollenia,Pollenia rudisI,,,,,,,,,6,XY,X short,"Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
