Higher taxonomic group,Order,Family,Genus,Species,Chromosome number (female),Chromosome number (male),"Predicted ploidy (1,2,3,4)","Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)"
Amphibia,Anura,Hylidae,Scinax,Scinax ruber,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Cardozo D.E. et al (2011) Copeia 2011: 251-263.,Cardozo D.E. et al (2011) Copeia 2011: 251-263.,,,,,
Amphibia,Anura,Hylidae,Smilisca,Smilisca baudinii,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Hernandez-Guzman J. et al. (2011) Rev Biol Trop 59: 355-362.,Hernandez-Guzman J. et al. (2011) Rev Biol Trop 59: 355-362.,,Hernandez-Guzman J. et al. (2011) Rev Biol Trop 59: 355-362.,Hernandez-Guzman J. et al. (2011) Rev Biol Trop 59: 355-362.,,,,,
Amphibia,Anura,Hyperoliidae,Hyperolius,Hyperolius viridiflavus,24,24,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,de Almeida C.G. et al. (1990) Experientia 46:509-511.,de Almeida C.G. et al. (1990) Experientia 46:509-511.,,de Almeida C.G. et al. (1990) Experientia 46:509-511.,de Almeida C.G. et al. (1990) Experientia 46:509-511.,de Almeida C.G. et al. (1990) Experientia 46:509-511.,,,,
Amphibia,Anura,Leiopelmatidae,Leiopelma,Leiopelma archeyi,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Green D.M. (2002) Copeia 2002: 204-207.,Green D.M. (2002) Copeia 2002: 204-207.,Green D.M. (2002) Copeia 2002: 204-207.,,,,
Amphibia,Anura,Leiopelmatidae,Leiopelma,Leiopelma hamiltoni,,,,gonochorous,homomorphic,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,C-banding,,,,Green D.M. (1988) J. Hered. 79: 165-169.,Green D.M. (1988) J. Hered. 79: 165-169.,Green D.M. (1988) J. Hered. 79: 165-169.,,,,
Amphibia,Anura,Leiopelmatidae,Leiopelma,Leiopelma hochstetteri,,,,gonochorous,WO,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,B chromosomes,,,,Green D.M. (1988) Chromosoma 97: 55-70.,Green D.M. (1988) Chromosoma 97: 55-70.,Green D.M. (1988) Chromosoma 97: 55-70.,,,,
Amphibia,Anura,Leiopelmatidae,Leiopelma,Leiopelma pakeka,,,,gonochorous,homomorphic,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Green D.M. (2002) Copeia 2002: 204-207.,Green D.M. (2002) Copeia 2002: 204-207.,Green D.M. (2002) Copeia 2002: 204-207.,,,,
Amphibia,Anura,Leptodactylidae,Crossodactylus,Crossodactylus caramaschi,26,26,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Aguiar O. et al. (2004) Genetica 121: 43-53.,Aguiar O. et al. (2004) Genetica 121: 43-53.,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Anura,Leptodactylidae,Eleutherodactylus,Eleutherodactylus euphronides,32,32,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,giant W,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,,,,
Amphibia,Anura,Leptodactylidae,Eleutherodactylus,Eleutherodactylus maussi,36,35,,gonochorous,complex XY,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"YA fusion, two Xs",Schmid M. et al. (1992) Chromosoma 101: 284-292.,Schmid M. et al. (1992) Chromosoma 101: 284-292.,,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,,,,
Amphibia,Anura,Leptodactylidae,Eleutherodactylus,Eleutherodactylus riveroi,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Schmid M. et al. (2003) Cytogenet Genome Res. 101: 62-73.,Schmid M. et al. (2003) Cytogenet Genome Res. 101: 62-73.,Schmid M. et al. (2003) Cytogenet Genome Res. 101: 62-73.,,,,
Amphibia,Anura,Leptodactylidae,Eleutherodactylus,Eleutherodactylus shrevei,32,32,2,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,giant W,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,,,,
Amphibia,Anura,Leptodactylidae,Engystomops,Engystomops petersi,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Targueta C.P. et al (2010) Mol Phylogenet Evol 54: 709-725.,Targueta C.P. et al (2010) Mol Phylogenet Evol 54: 709-725.,Targueta C.P. et al (2010) Mol Phylogenet Evol 54: 709-725.,,,,
Amphibia,Anura,Leptodactylidae,Eupsophus,Eupsophus insularis,30,30,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,"Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.","Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.",,"Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.","Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.","Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.",,,,
Amphibia,Anura,Leptodactylidae,Eupsophus,Eupsophus migueli,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,C-banding,,,,"Iturra P., Veloso A. (1989) Genetica 78: 25-31.","Iturra P., Veloso A. (1989) Genetica 78: 25-31.","Iturra P., Veloso A. (1989) Genetica 78: 25-31.",,,,
Amphibia,Anura,Leptodactylidae,Hylodes,Hylodes phyllodes,26,26,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Aguiar O. et al. (2004) Genetica 121: 43-53.,Aguiar O. et al. (2004) Genetica 121: 43-53.,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus ephippifer,,,,gonochorous,homomorphic,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Nascimento J. et al. (2010) Genetica 2010 138: 1127-1132.,Nascimento J. et al. (2010) Genetica 2010 138: 1127-1132.,Nascimento J. et al. (2010) Genetica 2010 138: 1127-1132.,,,,
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus petersi,22,22,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,,,,
Amphibia,Anura,Leptodactylidae,Pristimantis,Pristimantis dundeei,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Anura,Leptodactylidae,Pristimantis,Pristimantis paulodutrai,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola canga,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,,,,,
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola murundu,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Toledo L.F. et al. (2010) Zootaxa 2496: 38-48.,Toledo L.F. et al. (2010) Zootaxa 2496: 38-48.,,,,,
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola saltica,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,,,,
Amphibia,Anura,Myobatrachidae,Crinia,Crinia bilingua,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,W>Z,,,,Mahony M.J. (1991) Genome 34: 334-337.,Mahony M.J. (1991) Genome 34: 334-337.,Mahony M.J. (1991) Genome 34: 334-337.,,,,
Amphibia,Anura,Myobatrachidae,Neobatrachus,Neobatrachus sudelli,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Anura,Myobatrachidae,Neobatrachus,Neobatrachus sutor,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Anura,Pelobatidae,Pelobates,Pelobates fuscus,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Anura,Pelodytidae,Pelodytes,Pelodytes punctatus,,,,gonochorous,,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Zaborski P. (1979) CRAS D 289: 1153-1156.,,Zaborski P. (1979) CRAS D 289: 1153-1156.,,,,
Amphibia,Anura,Pipidae,Silurana,Silurana tropicalis,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Anura,Pipidae,Xenopus,Xenopus laevis,,,,gonochorous,homomorphic,female heterogametic,,,,W dominant,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"chromosome 3, DM-W",,,,"Schmid M., Steinlein C. (1991) Chromosoma 101: 123-132.","Schmid M., Steinlein C. (1991) Chromosoma 101: 123-132.",Zaborski P. (1979) CRAS D 289: 1153-1156.,,,,"Yoshimoto S, Ito M (2011) A ZZ/ZW-type sex determination in Xenopus laevis. The FEBS Journal 278: 1020-1026"
Amphibia,Anura,Pipidae,Xenopus,Xenopus ruwenzoriensis,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Anura,Racophoridae,Buergeria,Buergeria buergeri,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,AAT-1(expressed on both Z and W),,,,Schmid M. et al. (1993) Cytogenet Cell Genet 62:238-246.,Schmid M. et al. (1993) Cytogenet Cell Genet 62:238-246.,Schmid M. et al. (1993) Cytogenet Cell Genet 62:238-246.,,,,
Amphibia,Anura,Ranidae,Amolops,Amolops mantzorum,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Zhengan W. et al. (1987) Acta Genetica Sinica 14: 63-68.,Zhengan W. et al. (1987) Acta Genetica Sinica 14: 63-68.,Zhengan W. et al. (1987) Acta Genetica Sinica 14: 63-68.,,,,
Amphibia,Anura,Ranidae,Fejervarya,Fejervarya ssp,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,"Joshi S.A., Kuramato M. (2008) Cytologia 73: 243-250.","Joshi S.A., Kuramato M. (2008) Cytologia 73: 243-250.",,,,,
Amphibia,Anura,Ranidae,Pelophylax,Pelophylax kl. esculentus,,,2,other,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"hybridogenic; chromosome 4; MPI, LDH-B, PEP-B, HK-1 (Hotz et al.,  1997), replication patterns; as Rana esculenta",,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Hellriegel, B., and H. U. Reyer. 2000. Factors influencing the composition of mixed populations of a hemiclonal hybrid and its sexual host. J. Evol. Biol. 13:906-918","Schempp W., Schmid M. (1981) Chromosoma 83: 697-710.","Schempp W., Schmid M. (1981) Chromosoma 83: 697-710.",,,,
Amphibia,Anura,Ranidae,Pelophylax,Pelophylax kl. grafi,,,2,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,hybridogenic; cross between P. perezi and P. ridibundus,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Tejedo, M. et al., 2009. Pelophylax grafi. In: IUCN 2013. IUCN Red List of Threatened Species. Version 2013.2. <www.iucnredlist.org>",,,,,,
Amphibia,Anura,Ranidae,Pelophylax,Pelophylax kl. Hispanicus,,,2,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,hybridogenic; cross between Pelophylax bergeri and P. ridibundus or P. kl. esculentus.,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Andreone, F. et al. 2009. Pelophylax hispanicus. In: IUCN 2013. IUCN Red List of Threatened Species. Version 2013.2. <www.iucnredlist.org>",,,,,,
Amphibia,Anura,Ranidae,Pelophylax,Pelophylax nigromaculatus,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,unknown; as Rana nigromaculata,,,,"Wu H., Zhang H. (1985) Acta Genetica Sinica 1985-06.","Wu H., Zhang H. (1985) Acta Genetica Sinica 1985-06.",,,,,
Amphibia,Anura,Ranidae,Pelophylax,Pelophylax ridibundus,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,as Rana ridibunda,,,,Zaborski P. (1979) CRAS D 289: 1153-1156.,Zaborski P. (1979) CRAS D 289: 1153-1156.,Zaborski P. (1979) CRAS D 289: 1153-1156.,,,,
Amphibia,Anura,Ranidae,Pyxicephalus,Pyxicephalus adspersus,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,W<<Z,,,,Schmid M. (1980) Chromosoma 80: 69-96.,Schmid M. (1980) Chromosoma 80: 69-96.,Schmid M. (1980) Chromosoma 80: 69-96.,,,,
Amphibia,Anura,Ranidae,Rana,Rana berlandieri,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"Alb, F16DP, ADH-2, PGM-1, b-GLU",,,,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,,,,
Amphibia,Anura,Ranidae,Rana,Rana blairi,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,SOD-1,,,,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,,,,
Amphibia,Anura,Ranidae,Rana,Rana brevipoda,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,chromosome 3; ME-1,,,,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,"Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ",,,,
Amphibia,Anura,Ranidae,Rana,Rana catesbeiana,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,chromosome 4; LDH-B,,,,Elinson R.P. (1981) Devel Biol 81:167-176.,Elinson R.P. (1981) Devel Biol 81:167-176.,Elinson R.P. (1981) Devel Biol 81:167-176.,,,,
Amphibia,Anura,Ranidae,Rana,Rana clamitans,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,Chromosome 8; ACON-1,,,,Elinson R.P. (1983) Biochem. Genet 21: 435-442.,Elinson R.P. (1983) Biochem. Genet 21: 435-442.,Elinson R.P. (1983) Biochem. Genet 21: 435-442.,,,,
Amphibia,Anura,Ranidae,Rana,Rana dybowskii,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,,,,,
Amphibia,Anura,Ranidae,Rana,Rana huanrenesis,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,,,,,
Amphibia,Anura,Ranidae,Rana,Rana japonica,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,unknown,,,,"Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ","Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ","Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ",,,,
Amphibia,Anura,Ranidae,Rana,Rana pipiens,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"PEP-C, SOD-1",,,,"Wright D.A., Richards C.M. (1983) Genetics 103: 249-261.","Wright D.A., Richards C.M. (1983) Genetics 103: 249-261.","Wright D.A., Richards C.M. (1983) Genetics 103: 249-261.",,,,
Amphibia,Anura,Ranidae,Rana,Rana rugosa,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,ADP:ATP translocase,,,,"Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ","Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ","Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ",,,,
Amphibia,Anura,Ranidae,Rana,Rana sakurai,26,26,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Ryuzaki M. et al. (1999) Chromosome Res 7: 31-42.,Ryuzaki M. et al. (1999) Chromosome Res 7: 31-42.,,Ryuzaki M. et al. (1999) Chromosome Res 7: 31-42.,Ryuzaki M. et al. (1999) Chromosome Res 7: 31-42.,Ryuzaki M. et al. (1999) Chromosome Res 7: 31-42.,,,,
Amphibia,Anura,Ranidae,Rana,Rana sphenocephala,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,Chromosome 8; ACON-1,,,,"Wright D.A., Richards C.M. (1983) Genetics 103: 249-261.","Wright D.A., Richards C.M. (1983) Genetics 103: 249-261.","Wright D.A., Richards C.M. (1983) Genetics 103: 249-261.",,,,
Amphibia,Anura,Ranidae,Rana,Rana tagoi,26,26,,gonochorous,XY,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Ryuzaki M. et al. (2006) Cytogenet Genome Res 114: 56-65.,Ryuzaki M. et al. (2006) Cytogenet Genome Res 114: 56-65.,,Ryuzaki M. et al. (2006) Cytogenet Genome Res 114: 56-65.,Ryuzaki M. et al. (2006) Cytogenet Genome Res 114: 56-65.,Ryuzaki M. et al. (2006) Cytogenet Genome Res 114: 56-65.,,,,
Amphibia,Anura,Ranidae,Rana,Rana temporaria,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,"Schempp W., Schmid M. (1981) Chromosoma 83: 697-710.","Schempp W., Schmid M. (1981) Chromosoma 83: 697-710.","Schempp W., Schmid M. (1981) Chromosoma 83: 697-710.",,,,
Amphibia,Anura,Ranidae,Rana,Rana tigrina,,,,gonochorous,homomorphic,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,heterochromatic W,,,,Chakrabarti S. et al. (1983) Experientia 39: 321-322.,Chakrabarti S. et al. (1983) Experientia 39: 321-322.,Chakrabarti S. et al. (1983) Experientia 39: 321-322.,,,,
Amphibia,Anura,Ranidae,Rana,Rana tsushimensis,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,"Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ","Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ","Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ",,,,
Amphibia,Anura,Ranidae,Tomopterna,Tomopterna delalandii,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Schmid M. (1980) Chromosoma 80: 69-96.,Schmid M. (1980) Chromosoma 80: 69-96.,Schmid M. (1980) Chromosoma 80: 69-96.,,,,
Amphibia,Anura,Ranidae,Tomopterna,Tomopterna labrosa,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,
Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma (2) laterale-(2) jeffersonianum,,,4,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,"?; now considered a part of the kleptogenetic Ambystoma sp. complex (Bogart JP, Bi K, Fu J, Noble D, Niedzwiecki J: Unisexual salamanders (genus Ambystoma) present a new reproductive mode for eukaryotes. Genome 2007, 50:119-136)",,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.",,,,,,
Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma (2) laterale-(2) texanum,,,4,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,"?; now considered a part of the kleptogenetic Ambystoma sp. complex (Bogart JP, Bi K, Fu J, Noble D, Niedzwiecki J: Unisexual salamanders (genus Ambystoma) present a new reproductive mode for eukaryotes. Genome 2007, 50:119-136)",,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.",,,,,,
