"genes","GOterms"
"tcat14304",68
"tcat15083",5
"tcat2329",97
"tcat19600",120
"tcat6384",67
"tcat13226",11
"tcat400",64
"tcat6667",11
"tcat9422",25
"tcat12521",105
"tcat7303",99
"tcat15208",100
"tcat5929",5
"tcat15969",101
"tcat15421",14
"tcat5050",114
"tcat5451",36
"tcat11837",15
"tcat18140",41
"tcat16401",5
"tcat3672",77
"tcat8656",107
"tcat11698",84
"tcat11008",122
"tcat13885",33
"tcat7493",12
"tcat14896",39
"tcat11551",106
"tcat10919",69
"tcat8012",26
"tcat19080",7
"tcat12586",7
"tcat14667",12
"tcat19189",60
"tcat12377",120
"tcat11777",21
"tcat17950",145
"tcat14014",17
"tcat6939",129
"tcat1899",13
"tcat7782",49
"tcat2044",106
"tcat1793",149
"tcat19619",67
"tcat2513",44
"tcat7260",17
"tcat2507",144
"tcat4280",135
"tcat10684",10
"tcat16974",63
"tcat351",2
"tcat14859",139
"tcat4546",107
"tcat10933",140
"tcat16177",53
"tcat2453",31
"tcat6381",39
"tcat14631",122
"tcat881",63
"tcat12050",25
"tcat2933",62
"tcat12257",119
"tcat16418",127
"tcat10405",104
"tcat19243",97
"tcat5354",78
"tcat2232",108
"tcat13238",121
"tcat15282",91
"tcat3602",123
"tcat1129",120
"tcat4414",42
"tcat6159",23
"tcat11094",140
"tcat18731",118
"tcat3954",66
"tcat12502",40
"tcat1483",82
"tcat5682",130
"tcat9916",3
"tcat16014",118
"tcat12264",63
"tcat1132",2
"tcat3316",111
"tcat15564",62
"tcat5821",32
"tcat13058",100
"tcat3981",117
"tcat18450",72
"tcat3608",49
"tcat9960",123
"tcat16258",91
"tcat2183",24
"tcat6193",140
"tcat918",35
"tcat2539",69
"tcat19626",57
"tcat17916",70
"tcat9747",120
"tcat3947",112
"tcat19900",151
"tcat6707",51
"tcat1049",145
"tcat5645",33
"tcat5593",1
"tcat12130",72
"tcat16",33
"tcat14635",40
"tcat4697",124
"tcat11154",52
"tcat16549",87
"tcat17136",120
"tcat7358",147
"tcat9567",25
"tcat19013",136
"tcat17728",127
"tcat16348",132
"tcat19856",83
"tcat1909",2
"tcat8737",153
"tcat19441",9
"tcat14546",143
"tcat6284",150
"tcat8484",5
"tcat10066",110
"tcat13366",126
"tcat19384",114
"tcat2506",16
"tcat10120",77
"tcat12872",96
"tcat3357",23
"tcat19842",49
"tcat17709",136
"tcat16525",21
"tcat12539",137
"tcat9996",42
"tcat8624",153
"tcat9474",5
"tcat19698",149
"tcat19494",92
"tcat25",6
"tcat10064",14
"tcat1126",97
"tcat5069",45
"tcat15402",24
"tcat17600",82
"tcat7069",131
"tcat16721",86
"tcat7049",45
"tcat14495",37
"tcat19049",10
"tcat10421",3
"tcat2609",32
"tcat12372",70
"tcat15035",22
"tcat19736",106
"tcat15962",77
"tcat12217",16
"tcat15972",138
"tcat14707",40
"tcat8750",69
"tcat662",118
"tcat774",153
"tcat3301",93
"tcat15258",81
"tcat1428",7
"tcat8309",154
"tcat14448",69
"tcat6816",135
"tcat13526",79
"tcat2461",128
"tcat11861",149
"tcat5384",14
"tcat6237",139
"tcat7465",45
"tcat5015",122
"tcat7437",1
"tcat2644",117
"tcat15779",132
"tcat11820",10
"tcat12001",101
"tcat14878",27
"tcat2649",12
"tcat2839",116
"tcat3087",125
"tcat2869",115
"tcat3814",53
"tcat2920",46
"tcat15462",37
"tcat1379",85
"tcat549",57
"tcat4769",60
"tcat6977",92
"tcat4933",95
"tcat11834",97
"tcat7614",79
"tcat16676",11
"tcat858",84
"tcat6020",53
"tcat12593",7
"tcat9182",51
"tcat1672",37
"tcat8352",114
"tcat2263",36
"tcat15634",44
"tcat12454",76
"tcat12376",95
"tcat9301",78
"tcat17961",110
"tcat18480",101
"tcat1659",74
"tcat63",78
"tcat13409",105
"tcat10759",125
"tcat19057",118
"tcat2762",46
"tcat1828",122
"tcat4580",36
"tcat1138",1
"tcat17211",8
"tcat19340",57
"tcat6355",141
"tcat4274",88
"tcat6116",97
"tcat8580",36
"tcat18639",83
"tcat8857",61
"tcat8379",70
"tcat12777",24
"tcat3192",41
"tcat12306",141
"tcat11264",39
"tcat8480",12
"tcat19177",90
"tcat4728",73
"tcat7989",148
"tcat15987",18
"tcat3578",5
"tcat15248",12
"tcat5328",152
"tcat9082",150
"tcat1191",61
"tcat19303",47
"tcat16516",117
"tcat19769",146
"tcat3853",68
"tcat19031",153
"tcat14430",69
"tcat8099",88
"tcat6499",58
"tcat10777",52
"tcat326",74
"tcat5581",44
"tcat18012",135
"tcat11183",2
"tcat11304",98
"tcat16487",134
"tcat18910",138
"tcat18230",27
"tcat8122",133
"tcat6700",102
"tcat19054",98
"tcat5754",67
"tcat14826",89
"tcat5332",147
"tcat13399",79
"tcat1845",45
"tcat9695",12
"tcat4510",150
"tcat802",59
"tcat9061",71
"tcat7605",11
"tcat19185",71
"tcat12182",20
"tcat15604",144
"tcat5941",52
"tcat9790",79
"tcat11453",125
"tcat14626",124
"tcat1566",1
"tcat15873",90
"tcat705",84
"tcat16275",121
"tcat2523",46
"tcat18100",122
"tcat35",82
"tcat2173",95
"tcat15829",74
"tcat8726",143
"tcat12939",6
"tcat17776",55
"tcat898",19
"tcat16671",67
"tcat8363",1
"tcat8782",60
"tcat7462",60
"tcat6150",47
"tcat5355",55
"tcat2114",67
"tcat7414",30
"tcat13353",64
"tcat11736",127
"tcat8497",74
"tcat1073",113
"tcat10647",3
"tcat488",89
"tcat2940",32
"tcat7072",83
"tcat789",50
"tcat429",117
"tcat2966",69
"tcat19207",55
"tcat959",104
"tcat12520",108
"tcat6006",43
"tcat11965",147
"tcat14182",139
"tcat7304",31
"tcat10319",81
"tcat10246",149
"tcat11312",112
"tcat11888",101
"tcat5191",130
"tcat18793",98
"tcat7789",1
"tcat659",28
"tcat17902",11
"tcat14612",14
"tcat9578",146
"tcat660",9
"tcat184",7
"tcat13171",143
"tcat19097",23
"tcat11407",92
"tcat5644",82
"tcat11542",15
"tcat4638",13
"tcat6202",1
"tcat11992",113
"tcat11605",153
"tcat15150",17
"tcat4442",36
"tcat7080",73
"tcat17285",36
"tcat2098",138
"tcat12168",95
"tcat8917",91
"tcat15517",123
"tcat8176",40
"tcat10424",21
"tcat8152",2
"tcat9806",102
"tcat19153",81
"tcat18855",142
"tcat1147",122
"tcat3230",111
"tcat15453",70
"tcat18178",93
"tcat13122",47
"tcat19921",19
"tcat5687",49
"tcat14262",95
"tcat6583",148
"tcat12787",57
"tcat19959",113
"tcat823",67
"tcat19306",11
"tcat11749",32
"tcat18721",69
"tcat3995",46
"tcat18880",7
"tcat9306",30
"tcat15490",86
"tcat8487",17
"tcat11639",49
"tcat6392",31
"tcat5278",21
"tcat2",47
"tcat14944",90
"tcat5596",79
"tcat4784",59
"tcat5215",99
"tcat15005",25
"tcat5017",103
"tcat6064",35
"tcat10923",58
"tcat10590",37
"tcat4751",115
"tcat7766",36
"tcat8272",26
"tcat9104",136
"tcat16267",16
"tcat19710",105
"tcat11041",64
"tcat15733",16
"tcat18781",104
"tcat8542",113
"tcat13879",129
"tcat15930",79
"tcat6627",50
"tcat9307",104
"tcat4517",54
"tcat12600",107
"tcat4988",132
"tcat10612",119
"tcat6288",75
"tcat16523",82
"tcat7561",112
"tcat16237",19
"tcat7145",88
"tcat2580",114
"tcat11550",2
"tcat6396",51
"tcat15481",70
"tcat4759",50
"tcat388",83
"tcat14864",92
"tcat18874",29
"tcat18205",97
"tcat3048",90
"tcat11974",20
"tcat19336",42
"tcat7996",3
"tcat1858",60
"tcat9429",29
"tcat15468",87
"tcat6784",30
"tcat9245",75
"tcat17818",136
"tcat8323",15
"tcat1503",67
"tcat16601",105
"tcat10625",107
"tcat18164",103
"tcat19522",146
"tcat7665",148
"tcat17878",116
"tcat2379",42
"tcat4074",11
"tcat8792",34
"tcat11709",37
"tcat4408",95
"tcat1104",69
"tcat13312",144
"tcat15269",73
"tcat17692",145
"tcat10349",33
"tcat19081",10
"tcat6081",35
"tcat13300",1
"tcat16204",4
"tcat684",130
"tcat15471",92
"tcat9348",50
"tcat15697",65
"tcat2151",53
"tcat18633",11
"tcat5638",93
"tcat5438",104
"tcat2277",128
"tcat14648",122
"tcat3484",144
"tcat15401",110
"tcat6817",101
"tcat5798",113
"tcat16631",123
"tcat11512",74
"tcat5617",41
"tcat9645",144
"tcat13333",99
"tcat18117",70
"tcat3295",20
"tcat7890",19
"tcat7081",137
"tcat6488",10
"tcat16402",44
"tcat3730",112
"tcat3374",63
"tcat9997",89
"tcat9465",140
"tcat16751",31
"tcat8641",137
"tcat116",15
"tcat10615",95
"tcat10823",40
"tcat10549",66
"tcat5926",118
"tcat9511",128
"tcat5780",117
"tcat11670",138
"tcat1849",58
"tcat8292",146
"tcat4961",45
"tcat16552",74
"tcat18139",108
"tcat9855",131
"tcat19866",109
"tcat1039",74
"tcat10633",58
"tcat5628",138
"tcat11034",99
"tcat19495",136
"tcat3279",122
"tcat6199",37
"tcat15846",106
"tcat4386",8
"tcat676",87
"tcat15883",154
"tcat12668",85
"tcat6909",125
"tcat4046",130
"tcat13158",72
"tcat3203",74
"tcat11897",18
"tcat19790",3
"tcat17253",58
"tcat1581",137
"tcat9041",147
"tcat12591",142
"tcat16278",67
"tcat19948",105
"tcat12103",61
"tcat10078",101
"tcat18569",34
"tcat19353",135
"tcat9777",55
"tcat2258",22
"tcat5825",43
"tcat9163",143
"tcat12904",29
"tcat8372",18
"tcat13970",67
"tcat3575",74
"tcat10784",47
"tcat6175",73
"tcat10512",115
"tcat1528",9
"tcat10599",114
"tcat859",152
"tcat6231",6
"tcat13298",101
"tcat15603",38
"tcat11653",28
"tcat7376",46
"tcat4829",111
"tcat6826",131
"tcat17374",6
"tcat9692",73
"tcat6047",45
"tcat19078",91
"tcat18130",56
"tcat8796",148
"tcat7625",27
"tcat15809",34
"tcat3972",13
"tcat100",117
"tcat1077",103
"tcat1985",49
"tcat15373",54
"tcat17097",126
"tcat7233",15
"tcat7363",30
"tcat17550",12
"tcat10927",109
"tcat10920",115
"tcat5004",32
"tcat17484",96
"tcat7670",95
"tcat10256",56
"tcat16488",7
"tcat13244",60
"tcat17542",141
"tcat11353",151
"tcat17313",32
"tcat14036",15
"tcat11202",53
"tcat12714",25
"tcat10617",152
"tcat6622",83
"tcat5398",16
"tcat14848",43
"tcat13193",59
"tcat2625",48
"tcat15014",117
"tcat18133",86
"tcat4541",17
"tcat12890",77
"tcat13002",95
"tcat11952",149
"tcat12070",49
"tcat5771",154
"tcat10348",115
"tcat18836",44
"tcat16888",91
"tcat2210",45
"tcat18072",73
"tcat18734",81
"tcat3190",125
"tcat17635",120
"tcat3803",43
"tcat3568",136
"tcat10606",122
"tcat19813",44
"tcat2766",123
"tcat2717",141
"tcat11572",147
"tcat12793",66
"tcat16891",98
"tcat2187",38
"tcat16719",134
"tcat10811",99
"tcat16666",106
"tcat18810",133
"tcat10872",38
"tcat4168",91
"tcat18478",131
"tcat11081",80
"tcat19592",98
"tcat10371",69
"tcat4004",66
"tcat11185",39
"tcat7192",120
"tcat7063",22
"tcat7927",142
"tcat11261",32
"tcat15348",27
"tcat13269",42
"tcat13508",48
"tcat17414",99
"tcat1604",66
"tcat1146",26
"tcat4700",33
"tcat15543",42
"tcat13432",109
"tcat12324",60
"tcat1800",76
"tcat1335",118
"tcat14318",98
"tcat12902",84
"tcat11338",22
"tcat17732",66
"tcat8779",145
"tcat11329",22
"tcat18575",110
"tcat13405",3
"tcat11769",133
"tcat9687",67
"tcat13897",136
"tcat6152",80
"tcat7888",97
"tcat11810",66
"tcat14070",53
"tcat10070",94
"tcat17196",84
"tcat469",22
"tcat13088",2
"tcat3043",31
"tcat14731",79
"tcat2442",24
"tcat10069",19
"tcat14336",47
"tcat15504",73
"tcat1158",70
"tcat9837",110
"tcat18789",3
"tcat13105",107
"tcat11816",56
"tcat17495",102
"tcat15294",133
"tcat16938",20
"tcat6547",129
"tcat14488",71
"tcat19229",47
"tcat4147",115
"tcat5571",37
"tcat4346",149
"tcat6650",90
"tcat3450",17
"tcat2816",16
"tcat8495",89
"tcat14765",131
"tcat5270",154
"tcat11960",30
"tcat167",55
"tcat4957",61
"tcat12748",100
"tcat3548",145
"tcat19540",112
"tcat4157",97
"tcat12351",110
"tcat6941",68
"tcat18714",71
"tcat18088",82
"tcat8131",151
"tcat17222",44
"tcat17775",15
"tcat8972",132
"tcat1177",111
"tcat2817",40
"tcat3073",30
"tcat1682",54
"tcat10879",19
"tcat19966",77
"tcat10037",125
"tcat5105",104
"tcat3613",79
"tcat12210",71
"tcat7013",82
"tcat9559",71
"tcat12594",127
"tcat679",8
"tcat14608",140
"tcat13536",45
"tcat7396",137
"tcat7571",62
"tcat18926",16
"tcat14725",36
"tcat3351",58
"tcat4859",36
"tcat1974",113
"tcat8268",97
"tcat6343",136
"tcat7700",102
"tcat10084",52
"tcat18081",113
"tcat7990",132
"tcat107",103
"tcat18889",35
"tcat6889",91
"tcat19953",112
"tcat14287",109
"tcat18163",138
"tcat15330",142
"tcat10634",46
"tcat7440",76
"tcat3392",119
"tcat18570",138
"tcat9703",9
"tcat3262",128
"tcat15777",8
"tcat11993",54
"tcat18288",29
"tcat12722",35
"tcat6341",115
"tcat5253",20
"tcat1019",154
"tcat17109",10
"tcat938",64
"tcat8016",67
"tcat16528",107
"tcat7552",105
"tcat19949",34
"tcat5931",41
"tcat11058",153
"tcat3546",127
"tcat19052",32
"tcat13858",64
"tcat2829",111
"tcat714",116
"tcat12491",106
"tcat5853",83
"tcat383",69
"tcat17545",109
"tcat19737",98
"tcat18614",141
"tcat10329",102
"tcat19748",49
"tcat15679",63
"tcat9145",129
"tcat15325",129
"tcat19675",98
"tcat12585",145
"tcat9594",101
"tcat16560",10
"tcat11251",38
"tcat16310",99
"tcat19586",15
"tcat278",12
"tcat7460",84
"tcat16028",116
"tcat3813",25
"tcat7419",125
"tcat12516",116
"tcat11794",46
"tcat10740",88
"tcat6037",55
"tcat2917",119
"tcat8410",75
"tcat15961",138
"tcat9056",85
"tcat8549",89
"tcat10806",92
"tcat6423",64
"tcat18648",130
"tcat14055",108
"tcat6299",101
"tcat18711",91
"tcat328",45
"tcat15080",86
"tcat5259",84
"tcat12206",16
"tcat9435",7
"tcat15950",125
"tcat2987",100
"tcat6029",24
"tcat11036",145
"tcat14108",7
"tcat5060",85
"tcat10611",92
"tcat18887",120
"tcat17789",116
"tcat7588",82
"tcat17736",86
"tcat17724",14
"tcat8107",94
"tcat10570",16
"tcat2744",72
"tcat920",56
"tcat8801",115
"tcat12364",60
"tcat15623",150
"tcat10149",6
"tcat19805",60
"tcat12293",141
"tcat5167",79
"tcat4382",147
"tcat11234",38
"tcat16772",42
"tcat5570",149
"tcat8653",78
"tcat9419",110
"tcat18180",97
"tcat17683",57
"tcat648",141
"tcat16078",123
"tcat7018",43
"tcat9964",92
"tcat13347",59
"tcat6712",31
"tcat11783",69
"tcat180",92
"tcat3220",12
"tcat12244",145
"tcat11487",92
"tcat3383",26
"tcat16744",7
"tcat6467",150
"tcat4017",27
"tcat9667",109
"tcat682",65
"tcat14604",133
"tcat12135",66
"tcat108",146
"tcat8820",57
"tcat12053",130
"tcat13896",111
"tcat15137",107
"tcat12034",117
"tcat16089",129
"tcat11546",29
"tcat2449",97
"tcat16993",31
"tcat12912",124
"tcat4406",107
"tcat13382",15
"tcat15289",40
"tcat257",62
"tcat14204",131
"tcat13561",42
"tcat2576",149
"tcat18518",81
"tcat10177",68
"tcat13095",115
"tcat17242",6
"tcat16227",38
"tcat18703",13
"tcat10013",63
"tcat13674",146
"tcat12319",99
"tcat13470",116
"tcat9463",66
"tcat13608",71
"tcat7595",127
"tcat6705",7
"tcat10414",73
"tcat4159",98
"tcat9772",17
"tcat19456",118
"tcat12279",153
"tcat17195",33
"tcat13140",141
"tcat1639",86
"tcat17065",107
"tcat5729",147
"tcat10247",143
"tcat17113",91
"tcat18833",108
"tcat876",69
"tcat15161",133
"tcat13691",120
"tcat14394",50
"tcat14354",99
"tcat19011",105
"tcat11771",50
"tcat192",126
"tcat19445",146
"tcat15568",132
"tcat5674",19
"tcat10572",79
"tcat20",33
"tcat6592",3
"tcat6603",101
"tcat5417",143
"tcat13929",40
"tcat4116",20
"tcat16130",149
"tcat16864",72
"tcat10395",58
"tcat3239",109
"tcat6142",52
"tcat8105",36
"tcat15932",138
"tcat12126",92
"tcat13973",50
"tcat256",124
"tcat5902",151
"tcat14986",40
"tcat818",150
"tcat10977",58
"tcat732",58
"tcat304",84
"tcat9624",79
"tcat11506",33
"tcat8874",16
"tcat6245",62
"tcat11296",58
"tcat2196",53
"tcat15367",79
"tcat7849",128
"tcat12709",1
"tcat14284",23
"tcat5006",23
"tcat271",73
"tcat15130",36
"tcat9877",37
"tcat2678",29
"tcat19209",145
"tcat17072",77
"tcat13480",149
"tcat19977",5
"tcat18445",34
"tcat19309",50
"tcat187",142
"tcat9199",78
"tcat6263",105
"tcat11284",19
"tcat2035",28
"tcat14047",41
"tcat3006",122
"tcat2721",71
"tcat14518",137
"tcat7903",136
"tcat13606",39
"tcat14523",133
"tcat13871",121
"tcat11686",38
"tcat13125",89
"tcat6735",116
"tcat18266",16
"tcat723",72
"tcat4308",130
"tcat19798",114
"tcat12",133
"tcat8020",57
"tcat13652",78
"tcat13111",93
"tcat18515",49
"tcat7913",55
"tcat6737",19
"tcat14701",50
"tcat5372",68
"tcat1978",70
"tcat12234",130
"tcat7444",58
"tcat11093",112
"tcat6555",104
"tcat11718",103
"tcat3551",13
"tcat18705",70
"tcat18106",152
"tcat5343",2
"tcat11012",49
"tcat16836",101
"tcat1820",33
"tcat5890",86
"tcat14194",79
"tcat517",39
"tcat19636",142
"tcat7431",58
"tcat2141",111
"tcat19440",75
"tcat11958",5
"tcat15856",147
"tcat7215",93
"tcat797",65
"tcat15893",134
"tcat15179",87
"tcat9544",29
"tcat5624",58
"tcat10354",48
"tcat14549",138
"tcat7249",34
"tcat3298",77
"tcat3822",4
"tcat18128",42
"tcat19607",145
"tcat19658",133
"tcat1270",123
"tcat4083",84
"tcat12978",24
"tcat16370",80
"tcat4467",98
"tcat1063",20
"tcat14034",114
"tcat16042",13
"tcat16740",102
"tcat14651",119
"tcat12839",141
"tcat12321",2
"tcat18818",81
"tcat7649",60
"tcat8846",94
"tcat9903",112
"tcat14022",44
"tcat16550",70
"tcat13707",79
"tcat6822",79
"tcat19231",101
"tcat16436",140
"tcat11712",47
"tcat17468",49
"tcat3564",13
"tcat4502",105
"tcat6861",110
"tcat13540",60
"tcat3767",14
"tcat15503",109
"tcat5750",142
"tcat1046",98
"tcat19098",16
"tcat3777",119
"tcat15351",106
"tcat13153",12
"tcat1722",118
"tcat8780",19
"tcat5723",69
"tcat5171",116
"tcat4064",106
"tcat18891",121
"tcat16291",96
"tcat17043",4
"tcat1632",41
"tcat11182",94
"tcat13747",25
"tcat14460",85
"tcat18942",60
"tcat5194",40
"tcat17965",122
"tcat14205",114
"tcat15976",61
"tcat8334",47
"tcat6614",111
"tcat17208",134
"tcat16371",37
"tcat10375",13
"tcat15200",57
"tcat10768",138
"tcat16200",91
"tcat14890",119
"tcat8303",18
"tcat19517",111
"tcat7489",74
"tcat3453",35
"tcat18248",76
"tcat2468",25
"tcat5103",50
"tcat6017",90
"tcat8834",62
"tcat4144",80
"tcat13836",9
"tcat456",78
"tcat9885",23
"tcat6023",71
"tcat17467",21
"tcat18073",11
"tcat10653",116
"tcat19380",96
"tcat666",18
"tcat19356",96
"tcat15011",83
"tcat10994",3
"tcat13654",116
"tcat4870",65
"tcat3025",149
"tcat7980",30
"tcat10602",71
"tcat12565",10
"tcat10422",100
"tcat7792",79
"tcat13112",136
"tcat11221",99
"tcat8031",135
"tcat4659",143
"tcat18049",116
"tcat8985",36
"tcat12825",110
"tcat434",124
"tcat1556",38
"tcat241",72
"tcat9227",5
"tcat5621",118
"tcat8286",59
"tcat2090",86
"tcat16185",36
"tcat479",154
"tcat12501",82
"tcat10067",24
"tcat8901",100
"tcat8110",54
"tcat1224",117
"tcat17615",15
"tcat510",84
"tcat18487",42
"tcat4596",61
"tcat15794",49
"tcat17644",118
"tcat19755",82
"tcat10101",10
"tcat6393",149
"tcat70",93
"tcat10998",44
"tcat4674",93
"tcat19746",76
"tcat17436",50
"tcat18588",11
"tcat1803",78
"tcat1629",132
"tcat15660",120
"tcat6572",72
"tcat8665",137
"tcat8954",12
"tcat9756",152
"tcat15418",2
"tcat140",153
"tcat12996",13
"tcat161",16
"tcat5533",3
"tcat8330",5
"tcat11244",85
"tcat7578",58
"tcat13175",96
"tcat2140",71
"tcat4110",132
"tcat13764",87
"tcat7463",105
"tcat8416",89
"tcat18119",144
"tcat10793",17
"tcat16482",79
"tcat6902",60
"tcat10728",66
"tcat10742",51
"tcat18307",31
"tcat2904",8
"tcat13159",65
"tcat11199",116
"tcat19002",23
"tcat17932",133
"tcat8740",147
"tcat8244",81
"tcat4337",66
"tcat17970",66
"tcat11591",89
"tcat9020",101
"tcat11741",154
"tcat3743",23
"tcat4399",27
"tcat5678",47
"tcat2297",116
"tcat13098",147
"tcat18845",49
"tcat8530",52
"tcat12282",72
"tcat3430",28
"tcat8557",126
"tcat14065",143
"tcat18239",65
"tcat8691",36
"tcat14867",147
"tcat11139",62
"tcat4223",122
"tcat306",10
"tcat15246",100
"tcat5844",105
"tcat19157",13
"tcat2570",129
"tcat4578",68
"tcat86",113
"tcat5574",102
"tcat7312",4
"tcat5589",94
"tcat6571",79
"tcat8119",145
"tcat9294",83
"tcat8674",85
"tcat5586",140
"tcat3248",62
"tcat6409",125
"tcat26",53
"tcat14326",84
"tcat18455",72
"tcat13951",89
"tcat10194",39
"tcat106",86
"tcat7953",4
"tcat14778",62
"tcat1056",74
"tcat12892",44
"tcat11356",106
"tcat16958",133
"tcat19142",9
"tcat5491",32
"tcat12650",143
"tcat14872",151
"tcat15796",139
"tcat12727",92
"tcat886",19
"tcat18296",148
"tcat6636",21
"tcat15686",95
"tcat5359",46
"tcat4384",4
"tcat12680",50
"tcat12054",49
"tcat6084",44
"tcat13248",126
"tcat6298",99
"tcat9466",102
"tcat14585",38
"tcat4954",73
"tcat8144",60
"tcat11978",3
"tcat4461",1
"tcat16081",139
"tcat12280",1
"tcat6537",77
"tcat741",85
"tcat17947",29
"tcat2799",18
"tcat2436",66
"tcat15465",133
"tcat8728",73
"tcat17766",111
"tcat2222",32
"tcat4902",66
"tcat11852",64
"tcat3529",106
"tcat18519",140
"tcat15280",100
"tcat15160",99
"tcat3056",86
"tcat16834",100
"tcat17980",32
"tcat17182",9
"tcat11119",17
"tcat814",73
"tcat11108",110
"tcat5130",93
"tcat411",45
"tcat17783",30
"tcat1875",24
"tcat8561",140
"tcat15267",87
"tcat14687",130
"tcat16360",14
"tcat15591",90
"tcat16875",68
"tcat839",15
"tcat19564",113
"tcat8236",154
"tcat12999",125
"tcat9613",105
"tcat13547",1
"tcat312",70
"tcat17418",134
"tcat360",22
"tcat11626",90
"tcat14263",68
"tcat1348",1
"tcat8680",56
"tcat11726",101
"tcat14503",121
"tcat10494",75
"tcat15720",40
"tcat19706",76
"tcat10750",113
"tcat5512",135
"tcat3607",139
"tcat5323",1
"tcat4447",73
"tcat1020",17
"tcat4945",128
"tcat17939",80
"tcat11957",150
"tcat6417",23
"tcat10946",29
"tcat3234",82
"tcat8246",48
"tcat17595",105
"tcat4576",34
"tcat19112",89
"tcat8712",75
"tcat3127",124
"tcat5711",39
"tcat8319",3
"tcat1590",92
"tcat13882",113
"tcat15947",35
"tcat9902",126
"tcat19152",71
"tcat1092",63
"tcat4198",99
"tcat4920",66
"tcat4468",61
"tcat18010",149
"tcat3281",27
"tcat10103",98
"tcat9605",133
"tcat8545",81
"tcat16377",7
"tcat8261",44
"tcat527",10
"tcat5742",88
"tcat9409",69
"tcat4790",136
"tcat7316",153
"tcat2825",3
"tcat15121",91
"tcat3200",119
"tcat9913",8
"tcat19394",32
"tcat1553",79
"tcat14132",142
"tcat3222",12
"tcat7801",82
"tcat736",97
"tcat17584",63
"tcat7631",131
"tcat1281",132
"tcat15984",108
"tcat3086",9
"tcat7580",120
"tcat3700",8
"tcat10614",105
"tcat5385",39
"tcat16144",142
"tcat13731",145
"tcat5800",23
"tcat16141",87
"tcat14401",123
"tcat11442",67
"tcat17000",94
"tcat715",126
"tcat11082",46
"tcat1737",32
"tcat2924",34
"tcat17258",108
"tcat11582",74
"tcat13169",43
"tcat11887",32
"tcat16716",147
"tcat6510",109
"tcat19390",88
"tcat8157",65
"tcat1308",72
"tcat19352",104
"tcat13023",97
"tcat16510",145
"tcat6823",51
"tcat16737",123
"tcat12605",81
"tcat14040",97
"tcat4627",31
"tcat12082",136
"tcat1368",16
"tcat16255",17
"tcat14277",57
"tcat10639",144
"tcat2416",98
"tcat3656",154
"tcat4895",127
"tcat18700",136
"tcat10089",59
"tcat17292",32
"tcat1700",47
"tcat1013",15
"tcat3020",77
"tcat17152",19
"tcat13839",56
"tcat7200",16
"tcat118",57
"tcat14107",9
"tcat10727",28
"tcat18543",111
"tcat12783",21
"tcat16711",82
"tcat11341",73
"tcat14390",127
"tcat4272",55
"tcat6611",115
"tcat16927",114
"tcat15994",9
"tcat3877",28
"tcat13721",106
"tcat12174",124
"tcat793",127
"tcat18168",94
"tcat14261",11
"tcat14532",60
"tcat5047",112
"tcat6604",152
"tcat14803",54
"tcat293",65
"tcat17901",70
"tcat294",122
"tcat447",6
"tcat12903",145
"tcat5470",2
"tcat12571",101
"tcat7620",154
"tcat1478",127
"tcat1339",100
"tcat15569",153
"tcat5144",85
"tcat10398",128
"tcat8459",62
"tcat6195",37
"tcat13517",84
"tcat4652",101
"tcat8693",148
"tcat13519",39
"tcat6842",116
"tcat18897",42
"tcat8600",113
"tcat17079",117
"tcat16621",61
"tcat10023",106
"tcat2793",96
"tcat5914",19
"tcat9391",127
"tcat18884",70
"tcat18507",112
"tcat1489",39
"tcat7534",53
"tcat9898",22
"tcat3109",144
"tcat12138",154
"tcat16173",149
"tcat6714",9
"tcat11758",99
"tcat18801",7
"tcat13558",108
"tcat10129",33
"tcat1526",22
"tcat17688",37
"tcat5315",67
"tcat5325",86
"tcat7914",112
"tcat13133",34
"tcat593",36
"tcat4245",114
"tcat3052",72
"tcat2121",106
"tcat11553",74
"tcat11390",40
"tcat8266",33
"tcat7210",128
"tcat2579",61
"tcat5559",22
"tcat16588",87
"tcat10201",9
"tcat15206",123
"tcat9700",62
"tcat12603",39
"tcat5450",121
"tcat7301",144
