Higher taxonomic group,Order,Family,Genus,Species,femalediploidnumber,malediploidnumber,"Predicted ploidy (1,2,3,4)",reproductivemode,sexchromosome,"Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)",citation
Amphibia,Anura,Hylidae,Pseudis,bolbodactyla,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Busin C.S. et al. (2008) Genetica 133: 119-127.,Busin C.S. et al. (2008) Genetica 133: 119-127.,,Busin C.S. et al. (2008) Genetica 133: 119-127.,Busin C.S. et al. (2008) Genetica 133: 119-127.,,,,,,Busin C.S. et al. (2008) Genetica 133: 119-127.
Amphibia,Anura,Hylidae,Pseudis,fusca,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Busin C.S. et al. (2008) Genetica 133: 119-127.,Busin C.S. et al. (2008) Genetica 133: 119-127.,,Busin C.S. et al. (2008) Genetica 133: 119-127.,Busin C.S. et al. (2008) Genetica 133: 119-127.,,,,,,Busin C.S. et al. (2008) Genetica 133: 119-127.
Amphibia,Anura,Hylidae,Pseudis,paradoxa,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Busin C.S. et al. (2008) Genetica 133: 119-127.,Busin C.S. et al. (2008) Genetica 133: 119-127.,,Busin C.S. et al. (2008) Genetica 133: 119-127.,Busin C.S. et al. (2008) Genetica 133: 119-127.,,,,,,Busin C.S. et al. (2008) Genetica 133: 119-127.
Amphibia,Anura,Hylidae,Pseudis,tocantins,24,24,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,W>Z,Busin C.S. et al. (2008) Genetica 133: 119-127.,Busin C.S. et al. (2008) Genetica 133: 119-127.,,Busin C.S. et al. (2008) Genetica 133: 119-127.,Busin C.S. et al. (2008) Genetica 133: 119-127.,Busin C.S. et al. (2008) Genetica 133: 119-127.,,,,,Busin C.S. et al. (2008) Genetica 133: 119-127.
Amphibia,Anura,Hylidae,Scinax,alter,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,"Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36.","Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36.",,"Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36.","Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36.",,,,,,"Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36."
Amphibia,Anura,Hylidae,Scinax,argyreornatus,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,"Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36.","Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36.",,"Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36.","Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36.",,,,,,"Nunes R.R.A., Fagundes V. (2008) Boletim Museu Biologia Mello Leitao 23: 21-36."
Amphibia,Anura,Hylidae,Scinax,catharinae,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Cardozo D.E. et al (2011) Copeia 2011: 251-263.,Cardozo D.E. et al (2011) Copeia 2011: 251-263.,,,,,,Cardozo D.E. et al (2011) Copeia 2011: 251-263.
Amphibia,Anura,Hylidae,Scinax,ruber,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Cardozo D.E. et al (2011) Copeia 2011: 251-263.,Cardozo D.E. et al (2011) Copeia 2011: 251-263.,,,,,,Cardozo D.E. et al (2011) Copeia 2011: 251-263.
Amphibia,Anura,Hylidae,Smilisca,baudinii,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Hernandez-Guzman J. et al. (2011) Rev Biol Trop 59: 355-362.,Hernandez-Guzman J. et al. (2011) Rev Biol Trop 59: 355-362.,,Hernandez-Guzman J. et al. (2011) Rev Biol Trop 59: 355-362.,Hernandez-Guzman J. et al. (2011) Rev Biol Trop 59: 355-362.,,,,,,Hernandez-Guzman J. et al. (2011) Rev Biol Trop 59: 355-362.
Amphibia,Anura,Hyperoliidae,Hyperolius,viridiflavus,24,24,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,de Almeida C.G. et al. (1990) Experientia 46:509-511.,de Almeida C.G. et al. (1990) Experientia 46:509-511.,,de Almeida C.G. et al. (1990) Experientia 46:509-511.,de Almeida C.G. et al. (1990) Experientia 46:509-511.,de Almeida C.G. et al. (1990) Experientia 46:509-511.,,,,,de Almeida C.G. et al. (1990) Experientia 46:509-511.
Amphibia,Anura,Leiopelmatidae,Leiopelma,archeyi,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Green D.M. (2002) Copeia 2002: 204-207.,Green D.M. (2002) Copeia 2002: 204-207.,Green D.M. (2002) Copeia 2002: 204-207.,,,,,Green D.M. (2002) Copeia 2002: 204-207.
Amphibia,Anura,Leiopelmatidae,Leiopelma,hamiltoni,,,,gonochorous,homomorphic,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,C-banding,,,,Green D.M. (1988) J. Hered. 79: 165-169.,Green D.M. (1988) J. Hered. 79: 165-169.,Green D.M. (1988) J. Hered. 79: 165-169.,,,,,Green D.M. (1988) J. Hered. 79: 165-169.
Amphibia,Anura,Leiopelmatidae,Leiopelma,hochstetteri,,,,gonochorous,WO,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,B chromosomes,,,,Green D.M. (1988) Chromosoma 97: 55-70.,Green D.M. (1988) Chromosoma 97: 55-70.,Green D.M. (1988) Chromosoma 97: 55-70.,,,,,Green D.M. (1988) Chromosoma 97: 55-70.
Amphibia,Anura,Leiopelmatidae,Leiopelma,pakeka,,,,gonochorous,homomorphic,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Green D.M. (2002) Copeia 2002: 204-207.,Green D.M. (2002) Copeia 2002: 204-207.,Green D.M. (2002) Copeia 2002: 204-207.,,,,,Green D.M. (2002) Copeia 2002: 204-207.
Amphibia,Anura,Leptodactylidae,Crossodactylus,caramaschi,26,26,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Aguiar O. et al. (2004) Genetica 121: 43-53.,Aguiar O. et al. (2004) Genetica 121: 43-53.,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,,Aguiar O. et al. (2004) Genetica 121: 43-53.
Amphibia,Anura,Leptodactylidae,Eleutherodactylus,euphronides,32,32,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,giant W,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,,,,,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.
Amphibia,Anura,Leptodactylidae,Eleutherodactylus,maussi,36,35,,gonochorous,complex XY,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"YA fusion, two Xs",Schmid M. et al. (1992) Chromosoma 101: 284-292.,Schmid M. et al. (1992) Chromosoma 101: 284-292.,,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,,,,,Schmid M. et al. (1992) Chromosoma 101: 284-292.
Amphibia,Anura,Leptodactylidae,Eleutherodactylus,riveroi,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Schmid M. et al. (2003) Cytogenet Genome Res. 101: 62-73.,Schmid M. et al. (2003) Cytogenet Genome Res. 101: 62-73.,Schmid M. et al. (2003) Cytogenet Genome Res. 101: 62-73.,,,,,Schmid M. et al. (2003) Cytogenet Genome Res. 101: 62-73.
Amphibia,Anura,Leptodactylidae,Eleutherodactylus,shrevei,32,32,2,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,giant W,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.,,,,,Schmid M. et al. (2002) Cytogenet. Genome Res. 97: 81-94.
Amphibia,Anura,Leptodactylidae,Engystomops,petersi,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Targueta C.P. et al (2010) Mol Phylogenet Evol 54: 709-725.,Targueta C.P. et al (2010) Mol Phylogenet Evol 54: 709-725.,Targueta C.P. et al (2010) Mol Phylogenet Evol 54: 709-725.,,,,,Targueta C.P. et al (2010) Mol Phylogenet Evol 54: 709-725.
Amphibia,Anura,Leptodactylidae,Eupsophus,insularis,30,30,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,"Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.","Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.",,"Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.","Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.","Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470.",,,,,"Cuevas C.C., Formas J.R. (1996) Chromosome Res. 1996: 467-470."
Amphibia,Anura,Leptodactylidae,Eupsophus,migueli,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,C-banding,,,,"Iturra P., Veloso A. (1989) Genetica 78: 25-31.","Iturra P., Veloso A. (1989) Genetica 78: 25-31.","Iturra P., Veloso A. (1989) Genetica 78: 25-31.",,,,,"Iturra P., Veloso A. (1989) Genetica 78: 25-31."
Amphibia,Anura,Leptodactylidae,Hylodes,phyllodes,26,26,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Aguiar O. et al. (2004) Genetica 121: 43-53.,Aguiar O. et al. (2004) Genetica 121: 43-53.,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,,Aguiar O. et al. (2004) Genetica 121: 43-53.
Amphibia,Anura,Leptodactylidae,Physalaemus,ephippifer,,,,gonochorous,homomorphic,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Nascimento J. et al. (2010) Genetica 2010 138: 1127-1132.,Nascimento J. et al. (2010) Genetica 2010 138: 1127-1132.,Nascimento J. et al. (2010) Genetica 2010 138: 1127-1132.,,,,,Nascimento J. et al. (2010) Genetica 2010 138: 1127-1132.
Amphibia,Anura,Leptodactylidae,Physalaemus,petersi,22,22,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.,,,,,Lourenco L.B. et al. (1999) Can. J. Zool. 77: 624-631.
Amphibia,Anura,Leptodactylidae,Pristimantis,dundeei,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399
Amphibia,Anura,Leptodactylidae,Pristimantis,paulodutrai,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,canga,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,,,,,,Duarte T.C. et al. (2010) Hereditas 147: 43-52.
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,murundu,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Toledo L.F. et al. (2010) Zootaxa 2496: 38-48.,Toledo L.F. et al. (2010) Zootaxa 2496: 38-48.,,,,,,Toledo L.F. et al. (2010) Zootaxa 2496: 38-48.
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,saltica,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,Duarte T.C. et al. (2010) Hereditas 147: 43-52.,,,,,Duarte T.C. et al. (2010) Hereditas 147: 43-52.
Amphibia,Anura,Myobatrachidae,Crinia,bilingua,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,W>Z,,,,Mahony M.J. (1991) Genome 34: 334-337.,Mahony M.J. (1991) Genome 34: 334-337.,Mahony M.J. (1991) Genome 34: 334-337.,,,,,Mahony M.J. (1991) Genome 34: 334-337.
Amphibia,Anura,Myobatrachidae,Neobatrachus,sudelli,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399
Amphibia,Anura,Myobatrachidae,Neobatrachus,sutor,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399
Amphibia,Anura,Pelobatidae,Pelobates,fuscus,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399
Amphibia,Anura,Pelodytidae,Pelodytes,punctatus,,,,gonochorous,,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Zaborski P. (1979) CRAS D 289: 1153-1156.,,Zaborski P. (1979) CRAS D 289: 1153-1156.,,,,,Zaborski P. (1979) CRAS D 289: 1153-1156.
Amphibia,Anura,Pipidae,Silurana,tropicalis,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399
Amphibia,Anura,Pipidae,Xenopus,laevis,,,,gonochorous,homomorphic,female heterogametic,,,,W dominant,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"chromosome 3, DM-W",,,,"Schmid M., Steinlein C. (1991) Chromosoma 101: 123-132.","Schmid M., Steinlein C. (1991) Chromosoma 101: 123-132.",Zaborski P. (1979) CRAS D 289: 1153-1156.,,,,"Yoshimoto S, Ito M (2011) A ZZ/ZW-type sex determination in Xenopus laevis. The FEBS Journal 278: 1020-1026","Schmid M., Steinlein C. (1991) Chromosoma 101: 123-132."
Amphibia,Anura,Pipidae,Xenopus,ruwenzoriensis,,,,gonochorous,,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399,,,,,,,Hayes T. B. (1998) J Exp Zool 281: 373-399
Amphibia,Anura,Racophoridae,Buergeria,buergeri,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,AAT-1(expressed on both Z and W),,,,Schmid M. et al. (1993) Cytogenet Cell Genet 62:238-246.,Schmid M. et al. (1993) Cytogenet Cell Genet 62:238-246.,Schmid M. et al. (1993) Cytogenet Cell Genet 62:238-246.,,,,,Schmid M. et al. (1993) Cytogenet Cell Genet 62:238-246.
Amphibia,Anura,Ranidae,Amolops,mantzorum,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,Zhengan W. et al. (1987) Acta Genetica Sinica 14: 63-68.,Zhengan W. et al. (1987) Acta Genetica Sinica 14: 63-68.,Zhengan W. et al. (1987) Acta Genetica Sinica 14: 63-68.,,,,,Zhengan W. et al. (1987) Acta Genetica Sinica 14: 63-68.
Amphibia,Anura,Ranidae,Fejervarya,ssp,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,,,,"Joshi S.A., Kuramato M. (2008) Cytologia 73: 243-250.","Joshi S.A., Kuramato M. (2008) Cytologia 73: 243-250.",,,,,,"Joshi S.A., Kuramato M. (2008) Cytologia 73: 243-250."
Amphibia,Anura,Ranidae,Pelophylax,kl. esculentus,,,2,other,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"hybridogenic; chromosome 4; MPI, LDH-B, PEP-B, HK-1 (Hotz et al.,  1997), replication patterns; as Rana esculenta",,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Hellriegel, B., and H. U. Reyer. 2000. Factors influencing the composition of mixed populations of a hemiclonal hybrid and its sexual host. J. Evol. Biol. 13:906-918","Schempp W., Schmid M. (1981) Chromosoma 83: 697-710.","Schempp W., Schmid M. (1981) Chromosoma 83: 697-710.",,,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York."
Amphibia,Anura,Ranidae,Pelophylax,kl. grafi,,,2,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,hybridogenic; cross between P. perezi and P. ridibundus,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Tejedo, M. et al., 2009. Pelophylax grafi. In: IUCN 2013. IUCN Red List of Threatened Species. Version 2013.2. <www.iucnredlist.org>",,,,,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York."
Amphibia,Anura,Ranidae,Pelophylax,kl. Hispanicus,,,2,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,hybridogenic; cross between Pelophylax bergeri and P. ridibundus or P. kl. esculentus.,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Andreone, F. et al. 2009. Pelophylax hispanicus. In: IUCN 2013. IUCN Red List of Threatened Species. Version 2013.2. <www.iucnredlist.org>",,,,,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York."
Amphibia,Anura,Ranidae,Pelophylax,nigromaculatus,,,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,unknown; as Rana nigromaculata,,,,"Wu H., Zhang H. (1985) Acta Genetica Sinica 1985-06.","Wu H., Zhang H. (1985) Acta Genetica Sinica 1985-06.",,,,,,"Wu H., Zhang H. (1985) Acta Genetica Sinica 1985-06."
Amphibia,Anura,Ranidae,Pelophylax,ridibundus,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,as Rana ridibunda,,,,Zaborski P. (1979) CRAS D 289: 1153-1156.,Zaborski P. (1979) CRAS D 289: 1153-1156.,Zaborski P. (1979) CRAS D 289: 1153-1156.,,,,,Zaborski P. (1979) CRAS D 289: 1153-1156.
Amphibia,Anura,Ranidae,Pyxicephalus,adspersus,,,,gonochorous,ZW,female heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,W<<Z,,,,Schmid M. (1980) Chromosoma 80: 69-96.,Schmid M. (1980) Chromosoma 80: 69-96.,Schmid M. (1980) Chromosoma 80: 69-96.,,,,,Schmid M. (1980) Chromosoma 80: 69-96.
Amphibia,Anura,Ranidae,Rana,berlandieri,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"Alb, F16DP, ADH-2, PGM-1, b-GLU",,,,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,,,,,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.
Amphibia,Anura,Ranidae,Rana,blairi,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,SOD-1,,,,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,,,,,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.
Amphibia,Anura,Ranidae,Rana,brevipoda,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,chromosome 3; ME-1,,,,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.,"Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ",,,,,Wright D.A. et al. (1983) Isozymes Curr Top Biol Med Res 10: 287-311.
Amphibia,Anura,Ranidae,Rana,catesbeiana,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,chromosome 4; LDH-B,,,,Elinson R.P. (1981) Devel Biol 81:167-176.,Elinson R.P. (1981) Devel Biol 81:167-176.,Elinson R.P. (1981) Devel Biol 81:167-176.,,,,,Elinson R.P. (1981) Devel Biol 81:167-176.
Amphibia,Anura,Ranidae,Rana,clamitans,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,Chromosome 8; ACON-1,,,,Elinson R.P. (1983) Biochem. Genet 21: 435-442.,Elinson R.P. (1983) Biochem. Genet 21: 435-442.,Elinson R.P. (1983) Biochem. Genet 21: 435-442.,,,,,Elinson R.P. (1983) Biochem. Genet 21: 435-442.
Amphibia,Anura,Ranidae,Rana,dybowskii,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,,,,,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.
Amphibia,Anura,Ranidae,Rana,huanrenesis,24,24,,gonochorous,homomorphic,,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.,,,,,,Xia Y.G. et al (2006) Chinese J. Zool. 41: 103-106.
Amphibia,Anura,Ranidae,Rana,japonica,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,unknown,,,,"Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ","Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ","Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. ",,,,,"Kawamura T., Nishioka M. (1977) In Taylor DH, Guttman DI, The Reproductive Biology of Amphibians, Plenum Publishers, New York. "
Amphibia,Anura,Ranidae,Rana,pipiens,,,,gonochorous,homomorphic,male heterogametic,,,,,NP,Nicolas Perrin,Nicolas.Perrin@unil.ch,"PEP-C, SOD-1",,,,"Wright D.A., Richards C.M. (1983) Genetics 103: 249-261.","Wright D.A., Richards C.M. (1983) Genetics 103: 249-261.","Wright D.A., Richards C.M. (1983) Genetics 103: 249-261.",,,,,"Wright D.A., Richards C.M. (1983) Genetics 103: 249-261."
